YEAR,ORDER_BY,X_AXIS,CUSTOMER_AGE_GROUP,TOTAL_VALUE,BRAND,DEPARTMENT,CLASS,VAR_SP,VAR_CM
2007,1,Poland,19-24,1339.07,all,DRY FOOD,all,sales,country
2007,1,Poland,25-34,3246.97,all,DRY FOOD,all,sales,country
2007,1,Poland,25-34,2366.1,all,FRESH FOOD,all,sales,country
2007,1,Poland,25-34,7292.98,all,NON FOOD,all,sales,country
2007,1,Poland,35-44,5577.13,all,DRY FOOD,all,sales,country
2007,1,Poland,35-44,2896.9700000000003,all,FRESH FOOD,all,sales,country
2007,1,Poland,35-44,625.79,all,NON FOOD,all,sales,country
2007,1,Poland,45-54,2594.8,all,DRY FOOD,all,sales,country
2007,1,Poland,45-54,3433.64,all,FRESH FOOD,all,sales,country
2007,1,Poland,55-64,502.96,all,FRESH FOOD,all,sales,country
2007,1,Poland,65+,10.35,all,DRY FOOD,all,sales,country
2007,1,Poland,65+,203.34,all,FRESH FOOD,all,sales,country
2007,1,Portugal,19-24,2116.08,all,DRY FOOD,all,sales,country
2007,1,Portugal,25-34,5846.33,all,DRY FOOD,all,sales,country
2007,1,Portugal,25-34,4296.09,all,FRESH FOOD,all,sales,country
2007,1,Portugal,25-34,32110.64,all,NON FOOD,all,sales,country
2007,1,Portugal,35-44,8440.65,all,DRY FOOD,all,sales,country
2007,1,Portugal,35-44,5178.32,all,FRESH FOOD,all,sales,country
2007,1,Portugal,35-44,3616.98,all,NON FOOD,all,sales,country
2007,1,Portugal,45-54,3868.42,all,DRY FOOD,all,sales,country
2007,1,Portugal,45-54,5643.4,all,FRESH FOOD,all,sales,country
2007,1,Portugal,55-64,876.1,all,FRESH FOOD,all,sales,country
2007,1,Portugal,65+,99.82,all,DRY FOOD,all,sales,country
2007,1,Portugal,65+,359.89,all,FRESH FOOD,all,sales,country
2007,1,Spain,19-24,4126.02,all,DRY FOOD,all,sales,country
2007,1,Spain,25-34,8076.64,all,DRY FOOD,all,sales,country
2007,1,Spain,25-34,5681.32,all,FRESH FOOD,all,sales,country
2007,1,Spain,25-34,32125.18,all,NON FOOD,all,sales,country
2007,1,Spain,35-44,13481.54,all,DRY FOOD,all,sales,country
2007,1,Spain,35-44,6738.59,all,FRESH FOOD,all,sales,country
2007,1,Spain,35-44,1319.46,all,NON FOOD,all,sales,country
2007,1,Spain,45-54,6856.33,all,DRY FOOD,all,sales,country
2007,1,Spain,45-54,7650.5,all,FRESH FOOD,all,sales,country
2007,1,Spain,55-64,1586.19,all,FRESH FOOD,all,sales,country
2007,1,Spain,65+,57.61,all,DRY FOOD,all,sales,country
2007,1,Spain,65+,419.5,all,FRESH FOOD,all,sales,country
2007,1,Sweden,19-24,2378.82,all,DRY FOOD,all,sales,country
2007,1,Sweden,25-34,4412.29,all,DRY FOOD,all,sales,country
2007,1,Sweden,25-34,3337.92,all,FRESH FOOD,all,sales,country
2007,1,Sweden,25-34,11783.39,all,NON FOOD,all,sales,country
2007,1,Sweden,35-44,7862.69,all,DRY FOOD,all,sales,country
2007,1,Sweden,35-44,3411.55,all,FRESH FOOD,all,sales,country
2007,1,Sweden,35-44,657.41,all,NON FOOD,all,sales,country
2007,1,Sweden,45-54,3317.92,all,DRY FOOD,all,sales,country
2007,1,Sweden,45-54,4150.09,all,FRESH FOOD,all,sales,country
2007,1,Sweden,55-64,942.3100000000001,all,FRESH FOOD,all,sales,country
2007,1,Sweden,65+,95.27,all,DRY FOOD,all,sales,country
2007,1,Sweden,65+,282.34,all,FRESH FOOD,all,sales,country
2008,1,Belgium,19-24,2546.52,all,DRY FOOD,all,sales,country
2008,1,Belgium,25-34,7914.92,all,DRY FOOD,all,sales,country
2008,1,Belgium,25-34,5051.26,all,FRESH FOOD,all,sales,country
2008,1,Belgium,25-34,43908.43,all,NON FOOD,all,sales,country
2008,1,Belgium,35-44,11256.59,all,DRY FOOD,all,sales,country
2008,1,Belgium,35-44,7669.71,all,FRESH FOOD,all,sales,country
2008,1,Belgium,35-44,1854.32,all,NON FOOD,all,sales,country
2008,1,Belgium,45-54,6478.38,all,DRY FOOD,all,sales,country
2008,1,Belgium,45-54,7903.01,all,FRESH FOOD,all,sales,country
2008,1,Belgium,55-64,1459.15,all,FRESH FOOD,all,sales,country
2008,1,Belgium,65+,166.79999999999998,all,DRY FOOD,all,sales,country
2008,1,Belgium,65+,381.55,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,19-24,1344.75,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,25-34,2979.83,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,25-34,2471.5,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,25-34,35511.76,all,NON FOOD,all,sales,country
2008,1,Bulgaria,35-44,5794.55,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,35-44,4060.93,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,35-44,1377.79,all,NON FOOD,all,sales,country
2008,1,Bulgaria,45-54,3209.51,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,45-54,4669.47,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,55-64,474.08,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,65+,27.25,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,65+,330.94,all,FRESH FOOD,all,sales,country
2008,1,France,19-24,2529.3,all,DRY FOOD,all,sales,country
2008,1,France,25-34,5741.23,all,DRY FOOD,all,sales,country
2008,1,France,25-34,3788.13,all,FRESH FOOD,all,sales,country
2008,1,France,25-34,16905.22,all,NON FOOD,all,sales,country
2008,1,France,35-44,9543.74,all,DRY FOOD,all,sales,country
2008,1,France,35-44,5278.51,all,FRESH FOOD,all,sales,country
2008,1,France,35-44,2129.76,all,NON FOOD,all,sales,country
2008,1,France,45-54,5146.83,all,DRY FOOD,all,sales,country
2008,1,France,45-54,7142.5,all,FRESH FOOD,all,sales,country
2008,1,France,55-64,1542.14,all,FRESH FOOD,all,sales,country
2008,1,France,65+,34.18,all,DRY FOOD,all,sales,country
2008,1,France,65+,376.4,all,FRESH FOOD,all,sales,country
2008,1,Germany,19-24,2696.94,all,DRY FOOD,all,sales,country
2008,1,Germany,25-34,7481.93,all,DRY FOOD,all,sales,country
2008,1,Germany,25-34,6079.84,all,FRESH FOOD,all,sales,country
2008,1,Germany,25-34,29750.76,all,NON FOOD,all,sales,country
2008,1,Germany,35-44,12785.18,all,DRY FOOD,all,sales,country
2008,1,Germany,35-44,7900.18,all,FRESH FOOD,all,sales,country
2008,1,Germany,35-44,1040.64,all,NON FOOD,all,sales,country
2008,1,Germany,45-54,5718.65,all,DRY FOOD,all,sales,country
2008,1,Germany,45-54,8658.84,all,FRESH FOOD,all,sales,country
2008,1,Germany,55-64,1036.24,all,FRESH FOOD,all,sales,country
2008,1,Germany,65+,19.68,all,DRY FOOD,all,sales,country
2008,1,Germany,65+,486.93,all,FRESH FOOD,all,sales,country
2008,1,Greece,19-24,989.16,all,DRY FOOD,all,sales,country
2008,1,Greece,25-34,1540.27,all,DRY FOOD,all,sales,country
2008,1,Greece,25-34,1238.01,all,FRESH FOOD,all,sales,country
2008,1,Greece,25-34,2641.33,all,NON FOOD,all,sales,country
2008,1,Greece,35-44,2691.9,all,DRY FOOD,all,sales,country
2008,1,Greece,35-44,1365.85,all,FRESH FOOD,all,sales,country
2008,1,Greece,35-44,77.86,all,NON FOOD,all,sales,country
2008,1,Greece,45-54,1606.12,all,DRY FOOD,all,sales,country
2008,1,Greece,45-54,1717.18,all,FRESH FOOD,all,sales,country
2008,1,Greece,55-64,296.67,all,FRESH FOOD,all,sales,country
2008,1,Greece,65+,7.13,all,DRY FOOD,all,sales,country
2008,1,Greece,65+,118.01,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,19-24,3349.84,all,DRY FOOD,all,sales,country
2008,1,Lithuania,25-34,6900.21,all,DRY FOOD,all,sales,country
2008,1,Lithuania,25-34,5141.92,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,25-34,43306.5,all,NON FOOD,all,sales,country
2008,1,Lithuania,35-44,12279.88,all,DRY FOOD,all,sales,country
2008,1,Lithuania,35-44,6637.6900000000005,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,35-44,4668.75,all,NON FOOD,all,sales,country
2008,1,Lithuania,45-54,7248.15,all,DRY FOOD,all,sales,country
2008,1,Lithuania,45-54,7443.05,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,55-64,1582.31,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,65+,50.949999999999996,all,DRY FOOD,all,sales,country
2008,1,Lithuania,65+,468.74,all,FRESH FOOD,all,sales,country
2008,1,Luxembourg,19-24,194.05,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,25-34,832.45,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,25-34,810.1,all,FRESH FOOD,all,sales,country
2008,1,Luxembourg,35-44,1134.94,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,35-44,949.22,all,FRESH FOOD,all,sales,country
2008,1,Luxembourg,45-54,504.71,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,45-54,852.4,all,FRESH FOOD,all,sales,country
2008,1,Luxembourg,55-64,122.82000000000001,all,FRESH FOOD,all,sales,country
2008,1,Luxembourg,65+,4.72,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,65+,27.22,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,19-24,1695.3700000000001,all,DRY FOOD,all,sales,country
2008,1,Netherlands,25-34,3688.74,all,DRY FOOD,all,sales,country
2008,1,Netherlands,25-34,3343.12,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,25-34,31860.36,all,NON FOOD,all,sales,country
2008,1,Netherlands,35-44,6525.99,all,DRY FOOD,all,sales,country
2008,1,Netherlands,35-44,3696.92,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,35-44,1828.1,all,NON FOOD,all,sales,country
2008,1,Netherlands,45-54,4239.29,all,DRY FOOD,all,sales,country
2008,1,Netherlands,45-54,4632.22,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,55-64,747.14,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,65+,49.29,all,DRY FOOD,all,sales,country
2008,1,Netherlands,65+,344.27,all,FRESH FOOD,all,sales,country
2008,1,Norway,19-24,1029.29,all,DRY FOOD,all,sales,country
2008,1,Norway,25-34,1603.52,all,DRY FOOD,all,sales,country
2008,1,Norway,25-34,1228.12,all,FRESH FOOD,all,sales,country
2008,1,Norway,25-34,8283.16,all,NON FOOD,all,sales,country
2008,1,Norway,35-44,3219.16,all,DRY FOOD,all,sales,country
2008,1,Norway,35-44,1818.65,all,FRESH FOOD,all,sales,country
2008,1,Norway,45-54,1396.33,all,DRY FOOD,all,sales,country
2008,1,Norway,45-54,2243.11,all,FRESH FOOD,all,sales,country
2008,1,Norway,55-64,399.96,all,FRESH FOOD,all,sales,country
2008,1,Norway,65+,80.42999999999999,all,DRY FOOD,all,sales,country
2008,1,Norway,65+,102.74,all,FRESH FOOD,all,sales,country
2008,1,Poland,19-24,1522.47,all,DRY FOOD,all,sales,country
2008,1,Poland,25-34,3982.18,all,DRY FOOD,all,sales,country
2008,1,Poland,25-34,2926.25,all,FRESH FOOD,all,sales,country
2008,1,Poland,25-34,9579.69,all,NON FOOD,all,sales,country
2008,1,Poland,35-44,6649.16,all,DRY FOOD,all,sales,country
2008,1,Poland,35-44,3661.63,all,FRESH FOOD,all,sales,country
2008,1,Poland,35-44,778.13,all,NON FOOD,all,sales,country
2008,1,Poland,45-54,2988.52,all,DRY FOOD,all,sales,country
2008,1,Poland,45-54,4899.18,all,FRESH FOOD,all,sales,country
2008,1,Poland,55-64,580.92,all,FRESH FOOD,all,sales,country
2008,1,Poland,65+,18.31,all,DRY FOOD,all,sales,country
2008,1,Poland,65+,290.23,all,FRESH FOOD,all,sales,country
2008,1,Portugal,19-24,2659.36,all,DRY FOOD,all,sales,country
2008,1,Portugal,25-34,6653.31,all,DRY FOOD,all,sales,country
2008,1,Portugal,25-34,5556.03,all,FRESH FOOD,all,sales,country
2008,1,Portugal,25-34,46171.17,all,NON FOOD,all,sales,country
2008,1,Portugal,35-44,11022.65,all,DRY FOOD,all,sales,country
2008,1,Portugal,35-44,6677.9400000000005,all,FRESH FOOD,all,sales,country
2008,1,Portugal,35-44,3019.11,all,NON FOOD,all,sales,country
2008,1,Portugal,45-54,4999.48,all,DRY FOOD,all,sales,country
2008,1,Portugal,45-54,7784.75,all,FRESH FOOD,all,sales,country
2008,1,Portugal,55-64,1359.49,all,FRESH FOOD,all,sales,country
2008,1,Portugal,65+,77.21,all,DRY FOOD,all,sales,country
2008,1,Portugal,65+,477.62,all,FRESH FOOD,all,sales,country
2008,1,Spain,19-24,5269.52,all,DRY FOOD,all,sales,country
2008,1,Spain,25-34,8830.55,all,DRY FOOD,all,sales,country
2008,1,Spain,25-34,6220.44,all,FRESH FOOD,all,sales,country
2008,1,Spain,25-34,40054.31,all,NON FOOD,all,sales,country
2008,1,Spain,35-44,16399.89,all,DRY FOOD,all,sales,country
2008,1,Spain,35-44,8677.7,all,FRESH FOOD,all,sales,country
2008,1,Spain,35-44,1816.75,all,NON FOOD,all,sales,country
2008,1,Spain,45-54,8882.22,all,DRY FOOD,all,sales,country
2008,1,Spain,45-54,10019.76,all,FRESH FOOD,all,sales,country
2008,1,Spain,55-64,1783.74,all,FRESH FOOD,all,sales,country
2008,1,Spain,65+,49.849999999999994,all,DRY FOOD,all,sales,country
2008,1,Spain,65+,604.8100000000001,all,FRESH FOOD,all,sales,country
2008,1,Sweden,19-24,2319.56,all,DRY FOOD,all,sales,country
2008,1,Sweden,25-34,4518.34,all,DRY FOOD,all,sales,country
2008,1,Sweden,25-34,3805.86,all,FRESH FOOD,all,sales,country
2008,1,Sweden,25-34,14278.93,all,NON FOOD,all,sales,country
2008,1,Sweden,35-44,8963.12,all,DRY FOOD,all,sales,country
2008,1,Sweden,35-44,4610.36,all,FRESH FOOD,all,sales,country
2008,1,Sweden,35-44,480.46,all,NON FOOD,all,sales,country
2008,1,Sweden,45-54,3536.69,all,DRY FOOD,all,sales,country
2008,1,Sweden,45-54,5188.71,all,FRESH FOOD,all,sales,country
2008,1,Sweden,55-64,878.89,all,FRESH FOOD,all,sales,country
2008,1,Sweden,65+,183.48,all,DRY FOOD,all,sales,country
2008,1,Sweden,65+,421.86,all,FRESH FOOD,all,sales,country
2007,1,Belgium,all,27103.820000000003,all,DRY FOOD,all,sales,country
2007,1,Belgium,all,20569.54,all,FRESH FOOD,all,sales,country
2007,1,Belgium,all,37319.6,all,NON FOOD,all,sales,country
2007,1,Bulgaria,all,5441.87,all,DRY FOOD,all,sales,country
2007,1,Bulgaria,all,4651.04,all,FRESH FOOD,all,sales,country
2007,1,Bulgaria,all,9284.91,all,NON FOOD,all,sales,country
2007,1,France,all,20776.739999999998,all,DRY FOOD,all,sales,country
2007,1,France,all,14686.63,all,FRESH FOOD,all,sales,country
2007,1,France,all,13230.53,all,NON FOOD,all,sales,country
2007,1,Germany,all,26051.940000000002,all,DRY FOOD,all,sales,country
2007,1,Germany,all,20191.29,all,FRESH FOOD,all,sales,country
2007,1,Germany,all,22375.4,all,NON FOOD,all,sales,country
2007,1,Greece,all,5284.72,all,DRY FOOD,all,sales,country
2007,1,Greece,all,3113.02,all,FRESH FOOD,all,sales,country
2007,1,Greece,all,2076.16,all,NON FOOD,all,sales,country
2007,1,Lithuania,all,23008.949999999997,all,DRY FOOD,all,sales,country
2007,1,Lithuania,all,16013.43,all,FRESH FOOD,all,sales,country
2007,1,Lithuania,all,33135.02,all,NON FOOD,all,sales,country
2007,1,Luxembourg,all,2402.37,all,DRY FOOD,all,sales,country
2007,1,Luxembourg,all,2130.07,all,FRESH FOOD,all,sales,country
2007,1,Netherlands,all,15443.5,all,DRY FOOD,all,sales,country
2007,1,Netherlands,all,11022.72,all,FRESH FOOD,all,sales,country
2007,1,Netherlands,all,28256.43,all,NON FOOD,all,sales,country
2007,1,Norway,all,6876.42,all,DRY FOOD,all,sales,country
2007,1,Norway,all,5076.18,all,FRESH FOOD,all,sales,country
2007,1,Norway,all,7239.74,all,NON FOOD,all,sales,country
2007,1,Poland,all,12768.32,all,DRY FOOD,all,sales,country
2007,1,Poland,all,9403.01,all,FRESH FOOD,all,sales,country
2007,1,Poland,all,7918.7699999999995,all,NON FOOD,all,sales,country
2007,1,Portugal,all,20371.3,all,DRY FOOD,all,sales,country
2007,1,Portugal,all,16353.8,all,FRESH FOOD,all,sales,country
2007,1,Portugal,all,35727.62,all,NON FOOD,all,sales,country
2007,1,Spain,all,32598.14,all,DRY FOOD,all,sales,country
2007,1,Spain,all,22076.1,all,FRESH FOOD,all,sales,country
2007,1,Spain,all,33444.64,all,NON FOOD,all,sales,country
2007,1,Sweden,all,18066.989999999998,all,DRY FOOD,all,sales,country
2007,1,Sweden,all,12124.210000000001,all,FRESH FOOD,all,sales,country
2007,1,Sweden,all,12440.8,all,NON FOOD,all,sales,country
2008,1,Belgium,all,28363.21,all,DRY FOOD,all,sales,country
2008,1,Belgium,all,22464.68,all,FRESH FOOD,all,sales,country
2008,1,Belgium,all,45762.75,all,NON FOOD,all,sales,country
2008,1,Bulgaria,all,13355.89,all,DRY FOOD,all,sales,country
2008,1,Bulgaria,all,12006.92,all,FRESH FOOD,all,sales,country
2008,1,Bulgaria,all,36889.55,all,NON FOOD,all,sales,country
2008,1,France,all,22995.28,all,DRY FOOD,all,sales,country
2008,1,France,all,18127.68,all,FRESH FOOD,all,sales,country
2008,1,France,all,19034.980000000003,all,NON FOOD,all,sales,country
2008,1,Germany,all,28702.38,all,DRY FOOD,all,sales,country
2008,1,Germany,all,24162.03,all,FRESH FOOD,all,sales,country
2008,1,Germany,all,30791.399999999998,all,NON FOOD,all,sales,country
2008,1,Greece,all,6834.58,all,DRY FOOD,all,sales,country
2008,1,Greece,all,4735.72,all,FRESH FOOD,all,sales,country
2008,1,Greece,all,2719.19,all,NON FOOD,all,sales,country
2008,1,Lithuania,all,29829.03,all,DRY FOOD,all,sales,country
2008,1,Lithuania,all,21273.71,all,FRESH FOOD,all,sales,country
2008,1,Lithuania,all,47975.25,all,NON FOOD,all,sales,country
2008,1,Luxembourg,all,2670.87,all,DRY FOOD,all,sales,country
2008,1,Luxembourg,all,2761.76,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,all,16198.68,all,DRY FOOD,all,sales,country
2008,1,Netherlands,all,12763.67,all,FRESH FOOD,all,sales,country
2008,1,Netherlands,all,33688.46,all,NON FOOD,all,sales,country
2008,1,Norway,all,7328.73,all,DRY FOOD,all,sales,country
2008,1,Norway,all,5792.58,all,FRESH FOOD,all,sales,country
2008,1,Norway,all,8283.16,all,NON FOOD,all,sales,country
2008,1,Poland,all,15160.64,all,DRY FOOD,all,sales,country
2008,1,Poland,all,12358.210000000001,all,FRESH FOOD,all,sales,country
2008,1,Poland,all,10357.82,all,NON FOOD,all,sales,country
2008,1,Portugal,all,25412.010000000002,all,DRY FOOD,all,sales,country
2008,1,Portugal,all,21855.83,all,FRESH FOOD,all,sales,country
2008,1,Portugal,all,49190.28,all,NON FOOD,all,sales,country
2008,1,Spain,all,39432.03,all,DRY FOOD,all,sales,country
2008,1,Spain,all,27306.45,all,FRESH FOOD,all,sales,country
2008,1,Spain,all,41871.06,all,NON FOOD,all,sales,country
2008,1,Sweden,all,19521.19,all,DRY FOOD,all,sales,country
2008,1,Sweden,all,14905.68,all,FRESH FOOD,all,sales,country
2008,1,Sweden,all,14759.39,all,NON FOOD,all,sales,country
2007,1,Belgium,19-24,1973.06,NATIONAL,DRY FOOD,all,sales,country
2007,1,Belgium,19-24,591.67,PRIVATE,DRY FOOD,all,sales,country
2007,1,Belgium,25-34,3308.83,NATIONAL,DRY FOOD,all,sales,country
2007,1,Belgium,25-34,5116.55,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Belgium,25-34,4032.64,PRIVATE,DRY FOOD,all,sales,country
2007,1,Belgium,25-34,36240.77,PRIVATE,NON FOOD,all,sales,country
2007,1,Belgium,35-44,3330.48,NATIONAL,DRY FOOD,all,sales,country
2007,1,Belgium,35-44,5067.57,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Belgium,35-44,7777.81,PRIVATE,DRY FOOD,all,sales,country
2007,1,Belgium,35-44,1532.8300000000002,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Belgium,35-44,1078.83,PRIVATE,NON FOOD,all,sales,country
2007,1,Belgium,45-54,1404.74,NATIONAL,DRY FOOD,all,sales,country
2007,1,Belgium,45-54,6547.57,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Belgium,45-54,4535.8,PRIVATE,DRY FOOD,all,sales,country
2007,1,Belgium,45-54,446.63,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Belgium,55-64,1246.72,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Belgium,55-64,198.86,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Belgium,65+,412.81,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Belgium,65+,148.79,PRIVATE,DRY FOOD,all,sales,country
2007,1,Bulgaria,19-24,404.67,NATIONAL,DRY FOOD,all,sales,country
2007,1,Bulgaria,19-24,99.35,PRIVATE,DRY FOOD,all,sales,country
2007,1,Bulgaria,25-34,660.65,NATIONAL,DRY FOOD,all,sales,country
2007,1,Bulgaria,25-34,1068.58,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Bulgaria,25-34,728.2,PRIVATE,DRY FOOD,all,sales,country
2007,1,Bulgaria,25-34,9010.32,PRIVATE,NON FOOD,all,sales,country
2007,1,Bulgaria,35-44,592.35,NATIONAL,DRY FOOD,all,sales,country
2007,1,Bulgaria,35-44,1148.68,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Bulgaria,35-44,1541.16,PRIVATE,DRY FOOD,all,sales,country
2007,1,Bulgaria,35-44,339.81,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Bulgaria,35-44,274.59,PRIVATE,NON FOOD,all,sales,country
2007,1,Bulgaria,45-54,449.85,NATIONAL,DRY FOOD,all,sales,country
2007,1,Bulgaria,45-54,1773.09,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Bulgaria,45-54,963.28,PRIVATE,DRY FOOD,all,sales,country
2007,1,Bulgaria,45-54,75.57,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Bulgaria,55-64,76.16,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Bulgaria,55-64,48.82,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Bulgaria,65+,120.33,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Bulgaria,65+,2.36,PRIVATE,DRY FOOD,all,sales,country
2007,1,France,19-24,1562.3700000000001,NATIONAL,DRY FOOD,all,sales,country
2007,1,France,19-24,485.71,PRIVATE,DRY FOOD,all,sales,country
2007,1,France,25-34,3002.52,NATIONAL,DRY FOOD,all,sales,country
2007,1,France,25-34,3587.07,NATIONAL,FRESH FOOD,all,sales,country
2007,1,France,25-34,2777.04,PRIVATE,DRY FOOD,all,sales,country
2007,1,France,25-34,12016.7,PRIVATE,NON FOOD,all,sales,country
2007,1,France,35-44,2657.13,NATIONAL,DRY FOOD,all,sales,country
2007,1,France,35-44,3186.32,NATIONAL,FRESH FOOD,all,sales,country
2007,1,France,35-44,6144.88,PRIVATE,DRY FOOD,all,sales,country
2007,1,France,35-44,1163.42,PRIVATE,FRESH FOOD,all,sales,country
2007,1,France,35-44,1213.83,PRIVATE,NON FOOD,all,sales,country
2007,1,France,45-54,855.01,NATIONAL,DRY FOOD,all,sales,country
2007,1,France,45-54,4977.14,NATIONAL,FRESH FOOD,all,sales,country
2007,1,France,45-54,3260.99,PRIVATE,DRY FOOD,all,sales,country
2007,1,France,45-54,354.03,PRIVATE,FRESH FOOD,all,sales,country
2007,1,France,55-64,997.86,NATIONAL,FRESH FOOD,all,sales,country
2007,1,France,55-64,163.88,PRIVATE,FRESH FOOD,all,sales,country
2007,1,France,65+,256.91,NATIONAL,FRESH FOOD,all,sales,country
2007,1,France,65+,31.09,PRIVATE,DRY FOOD,all,sales,country
2007,1,Germany,19-24,1837.43,NATIONAL,DRY FOOD,all,sales,country
2007,1,Germany,19-24,485.28000000000003,PRIVATE,DRY FOOD,all,sales,country
2007,1,Germany,25-34,2831.33,NATIONAL,DRY FOOD,all,sales,country
2007,1,Germany,25-34,5234.76,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Germany,25-34,4193.63,PRIVATE,DRY FOOD,all,sales,country
2007,1,Germany,25-34,20931.83,PRIVATE,NON FOOD,all,sales,country
2007,1,Germany,35-44,3214.73,NATIONAL,DRY FOOD,all,sales,country
2007,1,Germany,35-44,4819.25,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Germany,35-44,8174.88,PRIVATE,DRY FOOD,all,sales,country
2007,1,Germany,35-44,1594.0900000000001,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Germany,35-44,1443.57,PRIVATE,NON FOOD,all,sales,country
2007,1,Germany,45-54,1720.3700000000001,NATIONAL,DRY FOOD,all,sales,country
2007,1,Germany,45-54,6490.77,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Germany,45-54,3530.43,PRIVATE,DRY FOOD,all,sales,country
2007,1,Germany,45-54,451.26,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Germany,55-64,900.9,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Germany,55-64,178.38,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Germany,65+,521.88,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Germany,65+,63.86,PRIVATE,DRY FOOD,all,sales,country
2007,1,Greece,19-24,430.23,NATIONAL,DRY FOOD,all,sales,country
2007,1,Greece,19-24,141.51,PRIVATE,DRY FOOD,all,sales,country
2007,1,Greece,25-34,544.61,NATIONAL,DRY FOOD,all,sales,country
2007,1,Greece,25-34,834.83,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Greece,25-34,621.26,PRIVATE,DRY FOOD,all,sales,country
2007,1,Greece,25-34,2044.16,PRIVATE,NON FOOD,all,sales,country
2007,1,Greece,35-44,819.0600000000001,NATIONAL,DRY FOOD,all,sales,country
2007,1,Greece,35-44,646.07,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Greece,35-44,1462.79,PRIVATE,DRY FOOD,all,sales,country
2007,1,Greece,35-44,236.24,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Greece,35-44,32.0,PRIVATE,NON FOOD,all,sales,country
2007,1,Greece,45-54,245.61,NATIONAL,DRY FOOD,all,sales,country
2007,1,Greece,45-54,1102.85,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Greece,45-54,1019.0600000000001,PRIVATE,DRY FOOD,all,sales,country
2007,1,Greece,45-54,85.42999999999999,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Greece,55-64,98.51,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Greece,55-64,30.87,PRIVATE,FRESH FOOD,all,sales,country
2007,1,Greece,65+,78.22,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Greece,65+,0.59,PRIVATE,DRY FOOD,all,sales,country
2007,1,Lithuania,19-24,2088.91,NATIONAL,DRY FOOD,all,sales,country
2007,1,Lithuania,19-24,469.07,PRIVATE,DRY FOOD,all,sales,country
2007,1,Lithuania,25-34,2550.2599999999998,NATIONAL,DRY FOOD,all,sales,country
2007,1,Lithuania,25-34,4050.83,NATIONAL,FRESH FOOD,all,sales,country
2007,1,Lithuania,25-34,3331.6,PRIVATE,DRY FOOD,all,sales,country
2007,1,Lithuania,25-34,30540.19,PRIVATE,NON FOOD,all,sales,country
