YEAR,CUSTOMER_AGE_GROUP,DEPARTMENT,CLASS,PRODUCT_DESC,TOTAL_VALUE,VAR_SP
2008,all,all,MEAT-PCKGD,PREMIUM - MEAT,3053.26,sales
2008,all,all,MISC SALES TRAN,GASOLINE-REG UNLEADED,46873.5,sales
2008,all,all,PASTRY,SW GDS:DONUTS,2054.35,sales
2008,all,all,PRODUCE,APPLES GALA (BULK&BAG),3192.27,sales
2008,all,all,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1892.2,sales
2008,all,all,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),2493.78,sales
2008,all,all,PRODUCE,AVOCADO,2142.94,sales
2008,all,all,PRODUCE,BANANAS,16559.08,sales
2008,all,all,PRODUCE,BROCCOLI WHOLE&CROWNS,3886.93,sales
2008,all,all,PRODUCE,CABBAGE,1408.76,sales
2008,all,all,PRODUCE,CANTALOUPE WHOLE,3771.27,sales
2008,all,all,PRODUCE,CARROTS MINI PEELED,6444.620000000001,sales
2008,all,all,PRODUCE,CELERY,3262.99,sales
2008,all,all,PRODUCE,CORN YELLOW,1739.49,sales
2008,all,all,PRODUCE,CUCUMBERS,2990.41,sales
2008,all,all,PRODUCE,GARDEN PLUS,5052.63,sales
2008,all,all,PRODUCE,GARLIC WHOLE CLOVES,455.39,sales
2008,all,all,PRODUCE,GRAPES RED,8645.34,sales
2008,all,all,PRODUCE,GRAPES WHITE,6747.28,sales
2008,all,all,PRODUCE,HEAD LETTUCE,4216.9,sales
2008,all,all,PRODUCE,LEMONS,1221.63,sales
2008,all,all,PRODUCE,MUSHROOMS WHITE SLICED PKG,1883.15,sales
2008,all,all,PRODUCE,ONIONS OTHER,1457.85,sales
2008,all,all,PRODUCE,ONIONS SWEET (BULK&BAG),3091.7799999999997,sales
2008,all,all,PRODUCE,ONIONS YELLOW (BULK&BAG),3009.07,sales
2008,all,all,PRODUCE,ORANGES NAVELS ALL,1464.28,sales
2008,all,all,PRODUCE,PEPPERS GREEN BELL,3071.7000000000003,sales
2008,all,all,PRODUCE,PEPPERS RED BELL,1670.17,sales
2008,all,all,PRODUCE,POTATOES RUSSET (BULK&BAG),10280.15,sales
2008,all,all,PRODUCE,POTATOES SWEET&YAMS,2045.41,sales
2008,all,all,PRODUCE,REGULAR GARDEN,1982.2,sales
2008,all,all,PRODUCE,ROMA TOMATOES (BULK/PKG),2389.5099999999998,sales
2008,all,all,PRODUCE,SQUASH ZUCCHINI,966.56,sales
2008,all,all,PRODUCE,STRAWBERRIES,9774.11,sales
2008,all,all,PRODUCE,TOMATOES GRAPE,4026.75,sales
2008,all,all,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,6394.62,sales
2008,all,all,PRODUCE,TOMATOES VINE RIPE BULK,4431.32,sales
2008,all,all,PRODUCE,WATERMELON SEEDLESS WHOLE,2842.62,sales
2008,all,all,SALAD BAR,SALAD BAR FRESH FRUIT,6995.08,sales
2007,all,FRESH FOOD,DELI,MEAT: LUNCHMEAT BULK,2299.99,sales
2007,all,FRESH FOOD,DELI,MEAT: SAUS DRY BULK,3746.62,sales
2007,all,FRESH FOOD,DELI,PREP FD: SIDE DISHES (HOT),5324.65,sales
2007,all,DRY FOOD,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,720.51,sales
2007,all,DRY FOOD,DRUG GM,CIGARETTES,4005.2,sales
2007,all,DRY FOOD,DRUG GM,NEWSPAPER,1256.49,sales
2007,all,DRY FOOD,GROCERY,APPLE JUICE & CIDER (OVER 50%,1762.24,sales
2007,all,DRY FOOD,GROCERY,BEANS GREEN: FS/WHL/CUT,987.29,sales
2007,all,DRY FOOD,GROCERY,BUTTER,1809.94,sales
2007,all,DRY FOOD,GROCERY,CATSUP,1710.59,sales
2007,all,DRY FOOD,GROCERY,CHOCOLATE MILK,5986.09,sales
2007,all,DRY FOOD,GROCERY,CONDENSED SOUP,2497.8,sales
2007,all,DRY FOOD,GROCERY,CORN,966.47,sales
2007,all,DRY FOOD,GROCERY,COTTAGE CHEESE,1994.8799999999999,sales
2007,all,DRY FOOD,GROCERY,CREAM CHEESE,4011.0200000000004,sales
2007,all,DRY FOOD,GROCERY,DAIRY CASE 100% PURE JUICE - O,1996.8,sales
2007,all,DRY FOOD,GROCERY,EGGS - LARGE,6504.1900000000005,sales
2007,all,DRY FOOD,GROCERY,EGGS - MEDIUM,1107.61,sales
2007,all,DRY FOOD,GROCERY,EGGS - X-LARGE,5524.58,sales
2007,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,67837.68000000001,sales
2007,all,DRY FOOD,GROCERY,HAMBURGER BUNS,2891.13,sales
2007,all,DRY FOOD,GROCERY,HOT DOG BUNS,2803.11,sales
2007,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,7769.7300000000005,sales
2007,all,DRY FOOD,GROCERY,MACARONI & CHEESE DNRS,1030.74,sales
2007,all,DRY FOOD,GROCERY,MAINSTREAM WHEAT/MULTIGRAIN BR,2123.73,sales
2007,all,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,14353.91,sales
2007,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,4805.03,sales
2007,all,DRY FOOD,GROCERY,POTATO CHIPS,2122.16,sales
2007,all,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,10193.81,sales
2007,all,DRY FOOD,GROCERY,SFT DRNK MLT-PK BTL CARB (EXCP,1000.32,sales
2007,all,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3646.65,sales
2007,all,DRY FOOD,GROCERY,SHREDDED CHEESE,6127.87,sales
2007,all,DRY FOOD,GROCERY,SNACK CAKE - MULTI PACK,495.82,sales
2007,all,DRY FOOD,GROCERY,SNACKS/APPETIZERS,1615.24,sales
2007,all,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,30823.010000000002,sales
2007,all,DRY FOOD,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1174.48,sales
2007,all,DRY FOOD,GROCERY,SOUR CREAMS,1554.73,sales
2007,all,DRY FOOD,GROCERY,SUGAR,3334.15,sales
2007,all,DRY FOOD,GROCERY,TOILET TISSUE,2348.62,sales
2007,all,DRY FOOD,GROCERY,TORTILLA/NACHO CHIPS,4323.05,sales
2007,all,DRY FOOD,GROCERY,TUNA,978.41,sales
2007,all,NON FOOD,KIOSK-GAS,GASOLINE-REG UNLEADED,209417.32,sales
2007,all,FRESH FOOD,MEAT,CHICKEN BREAST BONELESS,13843.42,sales
2007,all,FRESH FOOD,MEAT,LEAN,8544.99,sales
2007,all,FRESH FOOD,MEAT,PRIMAL,8792.11,sales
2007,all,FRESH FOOD,MEAT-PCKGD,ENTREES,2266.8,sales
2007,all,FRESH FOOD,MEAT-PCKGD,PREMIUM - MEAT,2880.82,sales
2007,all,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,33032.3,sales
2007,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,1785.18,sales
2007,all,FRESH FOOD,PRODUCE,APPLES GALA (BULK&BAG),1941.42,sales
2007,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1276.99,sales
2007,all,FRESH FOOD,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),1849.4,sales
2007,all,FRESH FOOD,PRODUCE,AVOCADO,1711.97,sales
2007,all,FRESH FOOD,PRODUCE,BANANAS,12922.92,sales
2007,all,FRESH FOOD,PRODUCE,BROCCOLI WHOLE&CROWNS,1750.01,sales
2007,all,FRESH FOOD,PRODUCE,CABBAGE,1324.0,sales
2007,all,FRESH FOOD,PRODUCE,CANTALOUPE WHOLE,2394.96,sales
2007,all,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,5293.6,sales
2007,all,FRESH FOOD,PRODUCE,CELERY,1271.16,sales
2007,all,FRESH FOOD,PRODUCE,CORN YELLOW,1284.37,sales
2007,all,FRESH FOOD,PRODUCE,CUCUMBERS,2339.84,sales
2007,all,FRESH FOOD,PRODUCE,GARDEN PLUS,4645.82,sales
2007,all,FRESH FOOD,PRODUCE,GARLIC WHOLE CLOVES,337.58,sales
2007,all,FRESH FOOD,PRODUCE,GRAPES RED,5952.31,sales
2007,all,FRESH FOOD,PRODUCE,GRAPES WHITE,5506.2,sales
2007,all,FRESH FOOD,PRODUCE,HEAD LETTUCE,3378.3500000000004,sales
2007,all,FRESH FOOD,PRODUCE,LEMONS,952.87,sales
2007,all,FRESH FOOD,PRODUCE,MUSHROOMS WHITE SLICED PKG,1510.32,sales
2007,all,FRESH FOOD,PRODUCE,ONIONS OTHER,1148.65,sales
2007,all,FRESH FOOD,PRODUCE,ONIONS SWEET (BULK&BAG),2842.17,sales
2007,all,FRESH FOOD,PRODUCE,ONIONS YELLOW (BULK&BAG),2552.34,sales
2007,all,FRESH FOOD,PRODUCE,ORANGES NAVELS ALL,823.64,sales
2007,all,FRESH FOOD,PRODUCE,PEPPERS GREEN BELL,2617.09,sales
2007,all,FRESH FOOD,PRODUCE,PEPPERS RED BELL,905.6,sales
2007,all,FRESH FOOD,PRODUCE,POTATOES RUSSET (BULK&BAG),8408.33,sales
2007,all,FRESH FOOD,PRODUCE,POTATOES SWEET&YAMS,1523.71,sales
2007,all,FRESH FOOD,PRODUCE,REGULAR GARDEN,2201.96,sales
2007,all,FRESH FOOD,PRODUCE,ROMA TOMATOES (BULK/PKG),1736.14,sales
2007,all,FRESH FOOD,PRODUCE,SQUASH ZUCCHINI,771.15,sales
2007,all,FRESH FOOD,PRODUCE,STRAWBERRIES,7011.88,sales
2007,all,FRESH FOOD,PRODUCE,TOMATOES GRAPE,2158.64,sales
2007,all,FRESH FOOD,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,4277.62,sales
2007,all,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,3471.02,sales
2007,all,FRESH FOOD,PRODUCE,WATERMELON SEEDLESS WHOLE,1877.42,sales
2007,all,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,5955.01,sales
2008,all,FRESH FOOD,DELI,MEAT: LUNCHMEAT BULK,2702.03,sales
2008,all,FRESH FOOD,DELI,MEAT: SAUS DRY BULK,3759.74,sales
2008,all,FRESH FOOD,DELI,PREP FD: SIDE DISHES (HOT),5745.17,sales
2008,all,DRY FOOD,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,748.87,sales
2008,all,DRY FOOD,DRUG GM,CIGARETTES,4700.29,sales
2008,all,DRY FOOD,DRUG GM,NEWSPAPER,1280.27,sales
2008,all,DRY FOOD,GROCERY,APPLE JUICE & CIDER (OVER 50%,1640.72,sales
2008,all,DRY FOOD,GROCERY,BEANS GREEN: FS/WHL/CUT,1365.28,sales
2008,all,DRY FOOD,GROCERY,BUTTER,2436.34,sales
2008,all,DRY FOOD,GROCERY,CATSUP,765.44,sales
2008,all,DRY FOOD,GROCERY,CHOCOLATE MILK,7279.110000000001,sales
2008,all,DRY FOOD,GROCERY,CONDENSED SOUP,2473.61,sales
2008,all,DRY FOOD,GROCERY,CORN,1365.08,sales
2008,all,DRY FOOD,GROCERY,COTTAGE CHEESE,2193.34,sales
2008,all,DRY FOOD,GROCERY,CREAM CHEESE,4904.96,sales
2008,all,DRY FOOD,GROCERY,DAIRY CASE 100% PURE JUICE - O,2111.71,sales
2008,all,DRY FOOD,GROCERY,EGGS - LARGE,7355.1900000000005,sales
2008,all,DRY FOOD,GROCERY,EGGS - MEDIUM,1807.33,sales
2008,all,DRY FOOD,GROCERY,EGGS - X-LARGE,6169.07,sales
2008,all,DRY FOOD,GROCERY,FLUID MILK WHITE ONLY,84584.01,sales
2008,all,DRY FOOD,GROCERY,HAMBURGER BUNS,3531.39,sales
2008,all,DRY FOOD,GROCERY,HOT DOG BUNS,3421.81,sales
2008,all,DRY FOOD,GROCERY,IWS SINGLE CHEESE,8037.23,sales
2008,all,DRY FOOD,GROCERY,MACARONI & CHEESE DNRS,1133.21,sales
2008,all,DRY FOOD,GROCERY,MAINSTREAM WHEAT/MULTIGRAIN BR,3273.25,sales
2008,all,DRY FOOD,GROCERY,MAINSTREAM WHITE BREAD,16475.1,sales
2008,all,DRY FOOD,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,7214.77,sales
2008,all,DRY FOOD,GROCERY,POTATO CHIPS,1545.48,sales
2008,all,DRY FOOD,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,12027.580000000002,sales
2008,all,DRY FOOD,GROCERY,SFT DRNK MLT-PK BTL CARB (EXCP,1285.53,sales
2008,all,DRY FOOD,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3698.48,sales
2008,all,DRY FOOD,GROCERY,SHREDDED CHEESE,8271.17,sales
2008,all,DRY FOOD,GROCERY,SNACK CAKE - MULTI PACK,702.44,sales
2008,all,DRY FOOD,GROCERY,SNACKS/APPETIZERS,1819.81,sales
2008,all,DRY FOOD,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,33818.369999999995,sales
2008,all,DRY FOOD,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1379.7,sales
2008,all,DRY FOOD,GROCERY,SOUR CREAMS,1861.33,sales
2008,all,DRY FOOD,GROCERY,SUGAR,3583.12,sales
2008,all,DRY FOOD,GROCERY,TOILET TISSUE,2683.5499999999997,sales
2008,all,DRY FOOD,GROCERY,TORTILLA/NACHO CHIPS,5428.17,sales
2008,all,DRY FOOD,GROCERY,TUNA,1432.41,sales
2008,all,NON FOOD,KIOSK-GAS,GASOLINE-REG UNLEADED,294449.79,sales
2008,all,FRESH FOOD,MEAT,CHICKEN BREAST BONELESS,15108.51,sales
2008,all,FRESH FOOD,MEAT,LEAN,10351.44,sales
2008,all,FRESH FOOD,MEAT,PRIMAL,11362.66,sales
2008,all,FRESH FOOD,MEAT-PCKGD,ENTREES,2477.52,sales
2008,all,FRESH FOOD,MEAT-PCKGD,PREMIUM - MEAT,3053.26,sales
2008,all,NON FOOD,MISC SALES TRAN,GASOLINE-REG UNLEADED,46873.5,sales
2008,all,FRESH FOOD,PASTRY,SW GDS:DONUTS,2054.35,sales
2008,all,FRESH FOOD,PRODUCE,APPLES GALA (BULK&BAG),3192.27,sales
2008,all,FRESH FOOD,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1892.2,sales
2008,all,FRESH FOOD,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),2493.78,sales
2008,all,FRESH FOOD,PRODUCE,AVOCADO,2142.94,sales
2008,all,FRESH FOOD,PRODUCE,BANANAS,16559.08,sales
2008,all,FRESH FOOD,PRODUCE,BROCCOLI WHOLE&CROWNS,3886.93,sales
2008,all,FRESH FOOD,PRODUCE,CABBAGE,1408.76,sales
2008,all,FRESH FOOD,PRODUCE,CANTALOUPE WHOLE,3771.27,sales
2008,all,FRESH FOOD,PRODUCE,CARROTS MINI PEELED,6444.620000000001,sales
2008,all,FRESH FOOD,PRODUCE,CELERY,3262.99,sales
2008,all,FRESH FOOD,PRODUCE,CORN YELLOW,1739.49,sales
2008,all,FRESH FOOD,PRODUCE,CUCUMBERS,2990.41,sales
2008,all,FRESH FOOD,PRODUCE,GARDEN PLUS,5052.63,sales
2008,all,FRESH FOOD,PRODUCE,GARLIC WHOLE CLOVES,455.39,sales
2008,all,FRESH FOOD,PRODUCE,GRAPES RED,8645.34,sales
2008,all,FRESH FOOD,PRODUCE,GRAPES WHITE,6747.28,sales
2008,all,FRESH FOOD,PRODUCE,HEAD LETTUCE,4216.9,sales
2008,all,FRESH FOOD,PRODUCE,LEMONS,1221.63,sales
2008,all,FRESH FOOD,PRODUCE,MUSHROOMS WHITE SLICED PKG,1883.15,sales
2008,all,FRESH FOOD,PRODUCE,ONIONS OTHER,1457.85,sales
2008,all,FRESH FOOD,PRODUCE,ONIONS SWEET (BULK&BAG),3091.7799999999997,sales
2008,all,FRESH FOOD,PRODUCE,ONIONS YELLOW (BULK&BAG),3009.07,sales
2008,all,FRESH FOOD,PRODUCE,ORANGES NAVELS ALL,1464.28,sales
2008,all,FRESH FOOD,PRODUCE,PEPPERS GREEN BELL,3071.7000000000003,sales
2008,all,FRESH FOOD,PRODUCE,PEPPERS RED BELL,1670.17,sales
2008,all,FRESH FOOD,PRODUCE,POTATOES RUSSET (BULK&BAG),10280.15,sales
2008,all,FRESH FOOD,PRODUCE,POTATOES SWEET&YAMS,2045.41,sales
2008,all,FRESH FOOD,PRODUCE,REGULAR GARDEN,1982.2,sales
2008,all,FRESH FOOD,PRODUCE,ROMA TOMATOES (BULK/PKG),2389.5099999999998,sales
2008,all,FRESH FOOD,PRODUCE,SQUASH ZUCCHINI,966.56,sales
2008,all,FRESH FOOD,PRODUCE,STRAWBERRIES,9774.11,sales
2008,all,FRESH FOOD,PRODUCE,TOMATOES GRAPE,4026.75,sales
2008,all,FRESH FOOD,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,6394.62,sales
2008,all,FRESH FOOD,PRODUCE,TOMATOES VINE RIPE BULK,4431.32,sales
2008,all,FRESH FOOD,PRODUCE,WATERMELON SEEDLESS WHOLE,2842.62,sales
2008,all,FRESH FOOD,SALAD BAR,SALAD BAR FRESH FRUIT,6995.08,sales
2007,19-24,all,GROCERY,CHOCOLATE MILK,2166.79,sales
2007,19-24,all,GROCERY,HOT DOG BUNS,2803.11,sales
2007,19-24,all,GROCERY,MAINSTREAM WHITE BREAD,2351.86,sales
2007,19-24,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,1142.8600000000001,sales
2007,19-24,all,GROCERY,SNACKS/APPETIZERS,1615.24,sales
2007,19-24,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,13206.2,sales
2007,25-34,all,DELI,MEAT: LUNCHMEAT BULK,2299.99,sales
2007,25-34,all,DELI,MEAT: SAUS DRY BULK,3746.62,sales
2007,25-34,all,DRUG GM,CIGARETTES,4005.2,sales
2007,25-34,all,DRUG GM,NEWSPAPER,1256.49,sales
2007,25-34,all,GROCERY,CATSUP,1710.59,sales
2007,25-34,all,GROCERY,CORN,966.47,sales
2007,25-34,all,GROCERY,COTTAGE CHEESE,1994.8799999999999,sales
2007,25-34,all,GROCERY,CREAM CHEESE,1956.93,sales
2007,25-34,all,GROCERY,DAIRY CASE 100% PURE JUICE - O,1996.8,sales
2007,25-34,all,GROCERY,EGGS - LARGE,2681.41,sales
2007,25-34,all,GROCERY,EGGS - MEDIUM,1107.61,sales
2007,25-34,all,GROCERY,FLUID MILK WHITE ONLY,11544.44,sales
2007,25-34,all,GROCERY,IWS SINGLE CHEESE,5429.06,sales
2007,25-34,all,GROCERY,MAINSTREAM WHITE BREAD,6068.57,sales
2007,25-34,all,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3168.04,sales
2007,25-34,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,5536.12,sales
2007,25-34,all,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1174.48,sales
2007,25-34,all,GROCERY,SUGAR,3334.15,sales
2007,25-34,all,GROCERY,TORTILLA/NACHO CHIPS,2831.62,sales
2007,25-34,all,KIOSK-GAS,GASOLINE-REG UNLEADED,209417.32,sales
2007,25-34,all,MEAT,CHICKEN BREAST BONELESS,13843.42,sales
2007,25-34,all,MISC SALES TRAN,GASOLINE-REG UNLEADED,18509.49,sales
2007,25-34,all,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),1849.4,sales
2007,25-34,all,PRODUCE,AVOCADO,1711.97,sales
2007,25-34,all,PRODUCE,CANTALOUPE WHOLE,2394.96,sales
2007,25-34,all,PRODUCE,CORN YELLOW,1284.37,sales
2007,25-34,all,PRODUCE,HEAD LETTUCE,2854.09,sales
2007,25-34,all,PRODUCE,MUSHROOMS WHITE SLICED PKG,1510.32,sales
2007,25-34,all,PRODUCE,ONIONS OTHER,1148.65,sales
2007,25-34,all,PRODUCE,ONIONS SWEET (BULK&BAG),1792.43,sales
2007,25-34,all,PRODUCE,PEPPERS GREEN BELL,2617.09,sales
2007,25-34,all,PRODUCE,ROMA TOMATOES (BULK/PKG),1736.14,sales
2007,25-34,all,PRODUCE,WATERMELON SEEDLESS WHOLE,1877.42,sales
2007,35-44,all,DRUG GM,CANDY BARS (SINGLES)(INCLUDING,720.51,sales
2007,35-44,all,GROCERY,APPLE JUICE & CIDER (OVER 50%,1762.24,sales
2007,35-44,all,GROCERY,CHOCOLATE MILK,3819.3,sales
2007,35-44,all,GROCERY,CONDENSED SOUP,2497.8,sales
2007,35-44,all,GROCERY,EGGS - LARGE,3822.78,sales
2007,35-44,all,GROCERY,EGGS - X-LARGE,5524.58,sales
2007,35-44,all,GROCERY,FLUID MILK WHITE ONLY,37028.32,sales
2007,35-44,all,GROCERY,HAMBURGER BUNS,2891.13,sales
2007,35-44,all,GROCERY,IWS SINGLE CHEESE,2340.67,sales
2007,35-44,all,GROCERY,MAINSTREAM WHITE BREAD,2086.61,sales
2007,35-44,all,GROCERY,NON-CRBNTD DRNKING/MNERAL WATE,4805.03,sales
2007,35-44,all,GROCERY,POTATO CHIPS,2122.16,sales
2007,35-44,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,280.46999999999997,sales
2007,35-44,all,GROCERY,SFT DRNK MLT-PK BTL CARB (EXCP,1000.32,sales
2007,35-44,all,GROCERY,SHREDDED CHEESE,3164.6,sales
2007,35-44,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,12080.69,sales
2007,35-44,all,GROCERY,TOILET TISSUE,2348.62,sales
2007,35-44,all,GROCERY,TORTILLA/NACHO CHIPS,1491.43,sales
2007,35-44,all,GROCERY,TUNA,978.41,sales
2007,35-44,all,MISC SALES TRAN,GASOLINE-REG UNLEADED,14522.81,sales
2007,35-44,all,PASTRY,SW GDS:DONUTS,1785.18,sales
2007,35-44,all,PRODUCE,APPLES GOLD DELICIOUS (BULK&BA,1276.99,sales
2007,35-44,all,PRODUCE,BANANAS,12922.92,sales
2007,35-44,all,PRODUCE,BROCCOLI WHOLE&CROWNS,1750.01,sales
2007,35-44,all,PRODUCE,CABBAGE,1324.0,sales
2007,35-44,all,PRODUCE,CUCUMBERS,2339.84,sales
2007,35-44,all,PRODUCE,GARDEN PLUS,2472.55,sales
2007,35-44,all,PRODUCE,GARLIC WHOLE CLOVES,337.58,sales
2007,35-44,all,PRODUCE,GRAPES RED,1581.96,sales
2007,35-44,all,PRODUCE,LEMONS,952.87,sales
2007,35-44,all,PRODUCE,ONIONS SWEET (BULK&BAG),1049.74,sales
2007,35-44,all,PRODUCE,ONIONS YELLOW (BULK&BAG),2552.34,sales
2007,35-44,all,PRODUCE,POTATOES RUSSET (BULK&BAG),8408.33,sales
2007,35-44,all,PRODUCE,POTATOES SWEET&YAMS,1523.71,sales
2007,35-44,all,PRODUCE,TOMATOES GRAPE,2158.64,sales
2007,35-44,all,SALAD BAR,SALAD BAR FRESH FRUIT,5955.01,sales
2007,45-54,all,DELI,PREP FD: SIDE DISHES (HOT),5324.65,sales
2007,45-54,all,GROCERY,BEANS GREEN: FS/WHL/CUT,987.29,sales
2007,45-54,all,GROCERY,BUTTER,1809.94,sales
2007,45-54,all,GROCERY,CREAM CHEESE,2054.09,sales
2007,45-54,all,GROCERY,FLUID MILK WHITE ONLY,19264.920000000002,sales
2007,45-54,all,GROCERY,MACARONI & CHEESE DNRS,1030.74,sales
2007,45-54,all,GROCERY,MAINSTREAM WHEAT/MULTIGRAIN BR,2123.73,sales
2007,45-54,all,GROCERY,MAINSTREAM WHITE BREAD,3846.87,sales
2007,45-54,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,8078.49,sales
2007,45-54,all,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,478.61,sales
2007,45-54,all,GROCERY,SHREDDED CHEESE,2963.27,sales
2007,45-54,all,GROCERY,SNACK CAKE - MULTI PACK,495.82,sales
2007,45-54,all,GROCERY,SOUR CREAMS,1554.73,sales
2007,45-54,all,MEAT,PRIMAL,8792.11,sales
2007,45-54,all,MEAT-PCKGD,ENTREES,2266.8,sales
2007,45-54,all,MEAT-PCKGD,PREMIUM - MEAT,2880.82,sales
2007,45-54,all,PRODUCE,APPLES GALA (BULK&BAG),1941.42,sales
2007,45-54,all,PRODUCE,CARROTS MINI PEELED,3751.0299999999997,sales
2007,45-54,all,PRODUCE,CELERY,1271.16,sales
2007,45-54,all,PRODUCE,GARDEN PLUS,2173.27,sales
2007,45-54,all,PRODUCE,GRAPES RED,4370.35,sales
2007,45-54,all,PRODUCE,GRAPES WHITE,5506.2,sales
2007,45-54,all,PRODUCE,HEAD LETTUCE,524.26,sales
2007,45-54,all,PRODUCE,ORANGES NAVELS ALL,823.64,sales
2007,45-54,all,PRODUCE,PEPPERS RED BELL,905.6,sales
2007,45-54,all,PRODUCE,REGULAR GARDEN,2201.96,sales
2007,45-54,all,PRODUCE,SQUASH ZUCCHINI,771.15,sales
2007,45-54,all,PRODUCE,STRAWBERRIES,7011.88,sales
2007,45-54,all,PRODUCE,TOMATOES HOTHOUSE ON THE VINE,4277.62,sales
2007,55-64,all,MEAT,LEAN,8544.99,sales
2007,55-64,all,PRODUCE,CARROTS MINI PEELED,1542.5700000000002,sales
2007,65+,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,691.99,sales
2007,65+,all,PRODUCE,TOMATOES VINE RIPE BULK,3471.02,sales
2008,19-24,all,GROCERY,CHOCOLATE MILK,2329.48,sales
2008,19-24,all,GROCERY,HOT DOG BUNS,3421.81,sales
2008,19-24,all,GROCERY,MAINSTREAM WHITE BREAD,2988.96,sales
2008,19-24,all,GROCERY,SFT DRNK 2 LITER BTL CARB INCL,1622.42,sales
2008,19-24,all,GROCERY,SNACKS/APPETIZERS,1819.81,sales
2008,19-24,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,15963.65,sales
2008,25-34,all,DELI,MEAT: LUNCHMEAT BULK,2702.03,sales
2008,25-34,all,DELI,MEAT: SAUS DRY BULK,3759.74,sales
2008,25-34,all,DRUG GM,CIGARETTES,4700.29,sales
2008,25-34,all,DRUG GM,NEWSPAPER,1280.27,sales
2008,25-34,all,GROCERY,CATSUP,765.44,sales
2008,25-34,all,GROCERY,CORN,1365.08,sales
2008,25-34,all,GROCERY,COTTAGE CHEESE,2193.34,sales
2008,25-34,all,GROCERY,CREAM CHEESE,1832.1200000000001,sales
2008,25-34,all,GROCERY,DAIRY CASE 100% PURE JUICE - O,2111.71,sales
2008,25-34,all,GROCERY,EGGS - LARGE,3443.69,sales
2008,25-34,all,GROCERY,EGGS - MEDIUM,1807.33,sales
2008,25-34,all,GROCERY,FLUID MILK WHITE ONLY,14331.93,sales
2008,25-34,all,GROCERY,IWS SINGLE CHEESE,5436.51,sales
2008,25-34,all,GROCERY,MAINSTREAM WHITE BREAD,6316.7,sales
2008,25-34,all,GROCERY,SFT DRNK SNGL SRV BTL CARB (EX,3068.27,sales
2008,25-34,all,GROCERY,SOFT DRINKS 12/18&15PK CAN CAR,5438.36,sales
2008,25-34,all,GROCERY,SOUP CRACKERS (SALTINE/OYSTER),1379.7,sales
2008,25-34,all,GROCERY,SUGAR,3583.12,sales
2008,25-34,all,GROCERY,TORTILLA/NACHO CHIPS,3613.62,sales
2008,25-34,all,KIOSK-GAS,GASOLINE-REG UNLEADED,294449.79,sales
2008,25-34,all,MEAT,CHICKEN BREAST BONELESS,15108.51,sales
2008,25-34,all,MISC SALES TRAN,GASOLINE-REG UNLEADED,27801.83,sales
2008,25-34,all,PRODUCE,APPLES GRANNY SMITH (BULK&BAG),2493.78,sales
2008,25-34,all,PRODUCE,AVOCADO,2142.94,sales
2008,25-34,all,PRODUCE,CANTALOUPE WHOLE,3771.27,sales
