DEPARTMENT,CUSTOMER_AGE_GROUP,VALUE_2007,BRAND,ORDER_BY,X_AXIS,VAR_CM,VAR_SP,VALUE_2008
DRY FOOD,45-54,963,PRIVATE,1,Bulgaria,country,sales,2278.0
DRY FOOD,45-54,3261,PRIVATE,1,France,country,sales,3908.0
DRY FOOD,45-54,3530,PRIVATE,1,Germany,country,sales,4206.0
DRY FOOD,45-54,1019,PRIVATE,1,Greece,country,sales,1277.0
DRY FOOD,45-54,3869,PRIVATE,1,Lithuania,country,sales,5577.0
DRY FOOD,45-54,222,PRIVATE,1,Luxembourg,country,sales,316.0
DRY FOOD,45-54,2752,PRIVATE,1,Netherlands,country,sales,3332.0
DRY FOOD,45-54,870,PRIVATE,1,Norway,country,sales,1017.0
DRY FOOD,45-54,1875,PRIVATE,1,Poland,country,sales,2019.0
DRY FOOD,45-54,2896,PRIVATE,1,Portugal,country,sales,3636.0
DRY FOOD,45-54,4536,PRIVATE,1,Spain,country,sales,6345.0
DRY FOOD,45-54,2220,PRIVATE,1,Sweden,country,sales,2306.0
DRY FOOD,65+,149,PRIVATE,1,Belgium,country,sales,167.0
DRY FOOD,65+,2,PRIVATE,1,Bulgaria,country,sales,27.0
DRY FOOD,65+,31,PRIVATE,1,France,country,sales,34.0
DRY FOOD,65+,64,PRIVATE,1,Germany,country,sales,20.0
DRY FOOD,65+,1,PRIVATE,1,Greece,country,sales,7.0
DRY FOOD,65+,27,PRIVATE,1,Lithuania,country,sales,51.0
DRY FOOD,65+,0,PRIVATE,1,Luxembourg,country,sales,5.0
DRY FOOD,65+,31,PRIVATE,1,Netherlands,country,sales,49.0
DRY FOOD,65+,123,PRIVATE,1,Norway,country,sales,80.0
DRY FOOD,65+,10,PRIVATE,1,Poland,country,sales,18.0
DRY FOOD,65+,100,PRIVATE,1,Portugal,country,sales,77.0
DRY FOOD,65+,58,PRIVATE,1,Spain,country,sales,50.0
DRY FOOD,65+,95,PRIVATE,1,Sweden,country,sales,183.0
FRESH FOOD,25-34,5117,NATIONAL,1,Belgium,country,sales,5051.0
FRESH FOOD,25-34,1069,NATIONAL,1,Bulgaria,country,sales,2472.0
FRESH FOOD,25-34,3587,NATIONAL,1,France,country,sales,3788.0
FRESH FOOD,25-34,5235,NATIONAL,1,Germany,country,sales,6080.0
FRESH FOOD,25-34,835,NATIONAL,1,Greece,country,sales,1238.0
FRESH FOOD,25-34,4051,NATIONAL,1,Lithuania,country,sales,5142.0
FRESH FOOD,25-34,645,NATIONAL,1,Luxembourg,country,sales,810.0
FRESH FOOD,25-34,3100,NATIONAL,1,Netherlands,country,sales,3343.0
FRESH FOOD,25-34,1348,NATIONAL,1,Norway,country,sales,1228.0
FRESH FOOD,25-34,2366,NATIONAL,1,Poland,country,sales,2926.0
FRESH FOOD,25-34,4296,NATIONAL,1,Portugal,country,sales,5556.0
FRESH FOOD,25-34,5681,NATIONAL,1,Spain,country,sales,6220.0
FRESH FOOD,25-34,3338,NATIONAL,1,Sweden,country,sales,3806.0
FRESH FOOD,35-44,5068,NATIONAL,1,Belgium,country,sales,5764.0
FRESH FOOD,35-44,1149,NATIONAL,1,Bulgaria,country,sales,3233.0
FRESH FOOD,35-44,3186,NATIONAL,1,France,country,sales,3633.0
FRESH FOOD,35-44,4819,NATIONAL,1,Germany,country,sales,5827.0
FRESH FOOD,35-44,646,NATIONAL,1,Greece,country,sales,1007.0
FRESH FOOD,35-44,3366,NATIONAL,1,Lithuania,country,sales,4439.0
FRESH FOOD,35-44,585,NATIONAL,1,Luxembourg,country,sales,794.0
FRESH FOOD,35-44,2369,NATIONAL,1,Netherlands,country,sales,2688.0
FRESH FOOD,35-44,1189,NATIONAL,1,Norway,country,sales,1443.0
FRESH FOOD,35-44,2062,NATIONAL,1,Poland,country,sales,2624.0
FRESH FOOD,35-44,3884,NATIONAL,1,Portugal,country,sales,4973.0
FRESH FOOD,35-44,4726,NATIONAL,1,Spain,country,sales,6046.0
FRESH FOOD,35-44,2223,NATIONAL,1,Sweden,country,sales,3218.0
FRESH FOOD,35-44,1533,PRIVATE,1,Belgium,country,sales,1905.0
FRESH FOOD,35-44,340,PRIVATE,1,Bulgaria,country,sales,828.0
FRESH FOOD,35-44,1163,PRIVATE,1,France,country,sales,1646.0
FRESH FOOD,35-44,1594,PRIVATE,1,Germany,country,sales,2073.0
FRESH FOOD,35-44,236,PRIVATE,1,Greece,country,sales,359.0
FRESH FOOD,35-44,1510,PRIVATE,1,Lithuania,country,sales,2198.0
FRESH FOOD,35-44,111,PRIVATE,1,Luxembourg,country,sales,156.0
FRESH FOOD,35-44,948,PRIVATE,1,Netherlands,country,sales,1009.0
FRESH FOOD,35-44,355,PRIVATE,1,Norway,country,sales,376.0
FRESH FOOD,35-44,835,PRIVATE,1,Poland,country,sales,1038.0
FRESH FOOD,35-44,1295,PRIVATE,1,Portugal,country,sales,1705.0
FRESH FOOD,35-44,2012,PRIVATE,1,Spain,country,sales,2631.0
FRESH FOOD,35-44,1188,PRIVATE,1,Sweden,country,sales,1392.0
FRESH FOOD,45-54,6548,NATIONAL,1,Belgium,country,sales,7468.0
FRESH FOOD,45-54,1773,NATIONAL,1,Bulgaria,country,sales,4470.0
FRESH FOOD,45-54,4977,NATIONAL,1,France,country,sales,6718.0
FRESH FOOD,45-54,6491,NATIONAL,1,Germany,country,sales,8083.0
FRESH FOOD,45-54,1103,NATIONAL,1,Greece,country,sales,1579.0
FRESH FOOD,45-54,5145,NATIONAL,1,Lithuania,country,sales,7105.0
FRESH FOOD,45-54,647,NATIONAL,1,Luxembourg,country,sales,790.0
FRESH FOOD,45-54,3465,NATIONAL,1,Netherlands,country,sales,4290.0
FRESH FOOD,45-54,1566,NATIONAL,1,Norway,country,sales,2025.0
FRESH FOOD,45-54,3150,NATIONAL,1,Poland,country,sales,4546.0
FRESH FOOD,45-54,5300,NATIONAL,1,Portugal,country,sales,7341.0
FRESH FOOD,45-54,7067,NATIONAL,1,Spain,country,sales,9329.0
FRESH FOOD,45-54,3811,NATIONAL,1,Sweden,country,sales,4877.0
FRESH FOOD,45-54,447,PRIVATE,1,Belgium,country,sales,435.0
FRESH FOOD,45-54,76,PRIVATE,1,Bulgaria,country,sales,199.0
FRESH FOOD,45-54,354,PRIVATE,1,France,country,sales,424.0
FRESH FOOD,45-54,451,PRIVATE,1,Germany,country,sales,575.0
FRESH FOOD,45-54,85,PRIVATE,1,Greece,country,sales,139.0
FRESH FOOD,45-54,323,PRIVATE,1,Lithuania,country,sales,338.0
FRESH FOOD,45-54,51,PRIVATE,1,Luxembourg,country,sales,62.0
FRESH FOOD,45-54,267,PRIVATE,1,Netherlands,country,sales,342.0
FRESH FOOD,45-54,148,PRIVATE,1,Norway,country,sales,218.0
FRESH FOOD,45-54,283,PRIVATE,1,Poland,country,sales,354.0
FRESH FOOD,45-54,343,PRIVATE,1,Portugal,country,sales,444.0
FRESH FOOD,45-54,583,PRIVATE,1,Spain,country,sales,691.0
FRESH FOOD,45-54,339,PRIVATE,1,Sweden,country,sales,312.0
FRESH FOOD,55-64,1247,NATIONAL,1,Belgium,country,sales,1293.0
FRESH FOOD,55-64,76,NATIONAL,1,Bulgaria,country,sales,355.0
FRESH FOOD,55-64,998,NATIONAL,1,France,country,sales,1324.0
FRESH FOOD,55-64,901,NATIONAL,1,Germany,country,sales,777.0
FRESH FOOD,55-64,99,NATIONAL,1,Greece,country,sales,245.0
FRESH FOOD,55-64,1101,NATIONAL,1,Lithuania,country,sales,1422.0
FRESH FOOD,55-64,55,NATIONAL,1,Luxembourg,country,sales,105.0
FRESH FOOD,55-64,483,NATIONAL,1,Netherlands,country,sales,618.0
FRESH FOOD,55-64,267,NATIONAL,1,Norway,country,sales,329.0
FRESH FOOD,55-64,364,NATIONAL,1,Poland,country,sales,457.0
FRESH FOOD,55-64,734,NATIONAL,1,Portugal,country,sales,1140.0
FRESH FOOD,55-64,1413,NATIONAL,1,Spain,country,sales,1579.0
FRESH FOOD,55-64,808,NATIONAL,1,Sweden,country,sales,709.0
FRESH FOOD,55-64,199,PRIVATE,1,Belgium,country,sales,166.0
FRESH FOOD,55-64,49,PRIVATE,1,Bulgaria,country,sales,119.0
FRESH FOOD,55-64,164,PRIVATE,1,France,country,sales,218.0
FRESH FOOD,55-64,178,PRIVATE,1,Germany,country,sales,259.0
FRESH FOOD,55-64,31,PRIVATE,1,Greece,country,sales,52.0
FRESH FOOD,55-64,150,PRIVATE,1,Lithuania,country,sales,161.0
FRESH FOOD,55-64,15,PRIVATE,1,Luxembourg,country,sales,18.0
FRESH FOOD,55-64,112,PRIVATE,1,Netherlands,country,sales,130.0
FRESH FOOD,55-64,57,PRIVATE,1,Norway,country,sales,71.0
FRESH FOOD,55-64,139,PRIVATE,1,Poland,country,sales,124.0
FRESH FOOD,55-64,143,PRIVATE,1,Portugal,country,sales,219.0
FRESH FOOD,55-64,173,PRIVATE,1,Spain,country,sales,205.0
FRESH FOOD,55-64,134,PRIVATE,1,Sweden,country,sales,170.0
FRESH FOOD,65+,413,NATIONAL,1,Belgium,country,sales,382.0
FRESH FOOD,65+,120,NATIONAL,1,Bulgaria,country,sales,331.0
FRESH FOOD,65+,257,NATIONAL,1,France,country,sales,376.0
FRESH FOOD,65+,522,NATIONAL,1,Germany,country,sales,487.0
FRESH FOOD,65+,78,NATIONAL,1,Greece,country,sales,118.0
FRESH FOOD,65+,368,NATIONAL,1,Lithuania,country,sales,469.0
FRESH FOOD,65+,22,NATIONAL,1,Luxembourg,country,sales,27.0
FRESH FOOD,65+,279,NATIONAL,1,Netherlands,country,sales,344.0
FRESH FOOD,65+,147,NATIONAL,1,Norway,country,sales,103.0
FRESH FOOD,65+,203,NATIONAL,1,Poland,country,sales,290.0
FRESH FOOD,65+,360,NATIONAL,1,Portugal,country,sales,478.0
FRESH FOOD,65+,420,NATIONAL,1,Spain,country,sales,605.0
FRESH FOOD,65+,282,NATIONAL,1,Sweden,country,sales,422.0
NON FOOD,25-34,36241,PRIVATE,1,Belgium,country,sales,43908.0
NON FOOD,25-34,9010,PRIVATE,1,Bulgaria,country,sales,35512.0
NON FOOD,25-34,12017,PRIVATE,1,France,country,sales,16905.0
NON FOOD,25-34,20932,PRIVATE,1,Germany,country,sales,29751.0
NON FOOD,25-34,2044,PRIVATE,1,Greece,country,sales,2641.0
NON FOOD,25-34,30540,PRIVATE,1,Lithuania,country,sales,43306.0
NON FOOD,25-34,26765,PRIVATE,1,Netherlands,country,sales,31860.0
NON FOOD,25-34,7066,PRIVATE,1,Norway,country,sales,8283.0
NON FOOD,25-34,7293,PRIVATE,1,Poland,country,sales,9580.0
NON FOOD,25-34,32111,PRIVATE,1,Portugal,country,sales,46171.0
NON FOOD,25-34,32125,PRIVATE,1,Spain,country,sales,40054.0
NON FOOD,25-34,11783,PRIVATE,1,Sweden,country,sales,14279.0
NON FOOD,35-44,1079,PRIVATE,1,Belgium,country,sales,1854.0
NON FOOD,35-44,275,PRIVATE,1,Bulgaria,country,sales,1378.0
NON FOOD,35-44,1214,PRIVATE,1,France,country,sales,2130.0
NON FOOD,35-44,1444,PRIVATE,1,Germany,country,sales,1041.0
NON FOOD,35-44,32,PRIVATE,1,Greece,country,sales,78.0
NON FOOD,35-44,2595,PRIVATE,1,Lithuania,country,sales,4669.0
NON FOOD,35-44,1492,PRIVATE,1,Netherlands,country,sales,1828.0
NON FOOD,35-44,174,PRIVATE,1,Norway,country,sales,
NON FOOD,35-44,626,PRIVATE,1,Poland,country,sales,778.0
NON FOOD,35-44,3617,PRIVATE,1,Portugal,country,sales,3019.0
NON FOOD,35-44,1319,PRIVATE,1,Spain,country,sales,1817.0
NON FOOD,35-44,657,PRIVATE,1,Sweden,country,sales,480.0
DRY FOOD,all,10017,NATIONAL,1,Belgium,country,sales,10443.0
DRY FOOD,all,2108,NATIONAL,1,Bulgaria,country,sales,4741.0
DRY FOOD,all,8077,NATIONAL,1,France,country,sales,8454.0
DRY FOOD,all,9604,NATIONAL,1,Germany,country,sales,10264.0
DRY FOOD,all,2040,NATIONAL,1,Greece,country,sales,2693.0
DRY FOOD,all,8988,NATIONAL,1,Lithuania,country,sales,10754.0
DRY FOOD,all,791,NATIONAL,1,Luxembourg,country,sales,781.0
DRY FOOD,all,5460,NATIONAL,1,Netherlands,country,sales,4811.0
DRY FOOD,all,2411,NATIONAL,1,Norway,country,sales,2681.0
DRY FOOD,all,5286,NATIONAL,1,Poland,country,sales,6218.0
DRY FOOD,all,7617,NATIONAL,1,Portugal,country,sales,9058.0
DRY FOOD,all,13097,NATIONAL,1,Spain,country,sales,15364.0
DRY FOOD,all,7059,NATIONAL,1,Sweden,country,sales,7045.0
DRY FOOD,all,17087,PRIVATE,1,Belgium,country,sales,17920.0
DRY FOOD,all,3334,PRIVATE,1,Bulgaria,country,sales,8615.0
DRY FOOD,all,12700,PRIVATE,1,France,country,sales,14542.0
DRY FOOD,all,16448,PRIVATE,1,Germany,country,sales,18439.0
DRY FOOD,all,3245,PRIVATE,1,Greece,country,sales,4142.0
DRY FOOD,all,14021,PRIVATE,1,Lithuania,country,sales,19075.0
DRY FOOD,all,1611,PRIVATE,1,Luxembourg,country,sales,1890.0
DRY FOOD,all,9983,PRIVATE,1,Netherlands,country,sales,11388.0
DRY FOOD,all,4465,PRIVATE,1,Norway,country,sales,4648.0
DRY FOOD,all,7483,PRIVATE,1,Poland,country,sales,8943.0
DRY FOOD,all,12755,PRIVATE,1,Portugal,country,sales,16354.0
DRY FOOD,all,19501,PRIVATE,1,Spain,country,sales,24068.0
DRY FOOD,all,11008,PRIVATE,1,Sweden,country,sales,12476.0
FRESH FOOD,all,18391,NATIONAL,1,Belgium,country,sales,19958.0
FRESH FOOD,all,4187,NATIONAL,1,Bulgaria,country,sales,10861.0
FRESH FOOD,all,13005,NATIONAL,1,France,country,sales,15840.0
FRESH FOOD,all,17968,NATIONAL,1,Germany,country,sales,21255.0
FRESH FOOD,all,2760,NATIONAL,1,Greece,country,sales,4186.0
FRESH FOOD,all,14031,NATIONAL,1,Lithuania,country,sales,18577.0
FRESH FOOD,all,1954,NATIONAL,1,Luxembourg,country,sales,2526.0
FRESH FOOD,all,9696,NATIONAL,1,Netherlands,country,sales,11283.0
FRESH FOOD,all,4517,NATIONAL,1,Norway,country,sales,5127.0
FRESH FOOD,all,8146,NATIONAL,1,Poland,country,sales,10842.0
FRESH FOOD,all,14574,NATIONAL,1,Portugal,country,sales,19488.0
FRESH FOOD,all,19308,NATIONAL,1,Spain,country,sales,23780.0
FRESH FOOD,all,10462,NATIONAL,1,Sweden,country,sales,13031.0
FRESH FOOD,all,2178,PRIVATE,1,Belgium,country,sales,2507.0
FRESH FOOD,all,464,PRIVATE,1,Bulgaria,country,sales,1146.0
FRESH FOOD,all,1681,PRIVATE,1,France,country,sales,2288.0
FRESH FOOD,all,2224,PRIVATE,1,Germany,country,sales,2907.0
FRESH FOOD,all,353,PRIVATE,1,Greece,country,sales,549.0
FRESH FOOD,all,1983,PRIVATE,1,Lithuania,country,sales,2696.0
FRESH FOOD,all,176,PRIVATE,1,Luxembourg,country,sales,235.0
FRESH FOOD,all,1327,PRIVATE,1,Netherlands,country,sales,1481.0
FRESH FOOD,all,560,PRIVATE,1,Norway,country,sales,665.0
FRESH FOOD,all,1257,PRIVATE,1,Poland,country,sales,1516.0
FRESH FOOD,all,1780,PRIVATE,1,Portugal,country,sales,2368.0
FRESH FOOD,all,2768,PRIVATE,1,Spain,country,sales,3527.0
FRESH FOOD,all,1662,PRIVATE,1,Sweden,country,sales,1875.0
NON FOOD,all,37320,PRIVATE,1,Belgium,country,sales,45763.0
NON FOOD,all,9285,PRIVATE,1,Bulgaria,country,sales,36890.0
NON FOOD,all,13231,PRIVATE,1,France,country,sales,19035.0
NON FOOD,all,22375,PRIVATE,1,Germany,country,sales,30791.0
NON FOOD,all,2076,PRIVATE,1,Greece,country,sales,2719.0
NON FOOD,all,33135,PRIVATE,1,Lithuania,country,sales,47975.0
NON FOOD,all,28256,PRIVATE,1,Netherlands,country,sales,33688.0
NON FOOD,all,7240,PRIVATE,1,Norway,country,sales,8283.0
NON FOOD,all,7919,PRIVATE,1,Poland,country,sales,10358.0
NON FOOD,all,35728,PRIVATE,1,Portugal,country,sales,49190.0
NON FOOD,all,33445,PRIVATE,1,Spain,country,sales,41871.0
NON FOOD,all,12441,PRIVATE,1,Sweden,country,sales,14759.0
DRY FOOD,19-24,22379,all,0,all,all,profit,27059.0
DRY FOOD,25-34,54540,all,0,all,all,profit,60233.0
DRY FOOD,35-44,87216,all,0,all,all,profit,104053.0
DRY FOOD,45-54,42952,all,0,all,all,profit,53782.0
DRY FOOD,65+,668,all,0,all,all,profit,743.0
FRESH FOOD,25-34,39080,all,0,all,all,profit,45800.0
FRESH FOOD,35-44,46522,all,0,all,all,profit,60570.0
FRESH FOOD,45-54,52663,all,0,all,all,profit,70327.0
FRESH FOOD,55-64,9702,all,0,all,all,profit,11794.0
FRESH FOOD,65+,3337,all,0,all,all,profit,4260.0
NON FOOD,25-34,0,all,0,all,all,profit,0.0
NON FOOD,35-44,0,all,0,all,all,profit,0.0
DRY FOOD,all,207755,all,0,all,all,profit,245870.0
FRESH FOOD,all,151305,all,0,all,all,profit,192751.0
NON FOOD,all,0,all,0,all,all,profit,0.0
DRY FOOD,19-24,17603,NATIONAL,0,all,all,profit,21525.0
DRY FOOD,19-24,4777,PRIVATE,0,all,all,profit,5534.0
DRY FOOD,25-34,23614,NATIONAL,0,all,all,profit,24195.0
DRY FOOD,25-34,30926,PRIVATE,0,all,all,profit,36037.0
DRY FOOD,35-44,26451,NATIONAL,0,all,all,profit,29630.0
DRY FOOD,35-44,60765,PRIVATE,0,all,all,profit,74422.0
DRY FOOD,45-54,11674,NATIONAL,0,all,all,profit,14319.0
DRY FOOD,45-54,31278,PRIVATE,0,all,all,profit,39463.0
DRY FOOD,65+,668,PRIVATE,0,all,all,profit,743.0
FRESH FOOD,25-34,39080,NATIONAL,0,all,all,profit,45800.0
FRESH FOOD,35-44,33908,NATIONAL,0,all,all,profit,43919.0
FRESH FOOD,35-44,12614,PRIVATE,0,all,all,profit,16652.0
FRESH FOOD,45-54,49066,NATIONAL,0,all,all,profit,65976.0
FRESH FOOD,45-54,3598,PRIVATE,0,all,all,profit,4350.0
FRESH FOOD,55-64,8216,NATIONAL,0,all,all,profit,9954.0
FRESH FOOD,55-64,1485,PRIVATE,0,all,all,profit,1841.0
FRESH FOOD,65+,3337,NATIONAL,0,all,all,profit,4260.0
NON FOOD,25-34,0,PRIVATE,0,all,all,profit,0.0
NON FOOD,35-44,0,PRIVATE,0,all,all,profit,0.0
DRY FOOD,all,79342,NATIONAL,0,all,all,profit,89669.0
DRY FOOD,all,128413,PRIVATE,0,all,all,profit,156200.0
FRESH FOOD,all,133608,NATIONAL,0,all,all,profit,169908.0
FRESH FOOD,all,17697,PRIVATE,0,all,all,profit,22843.0
NON FOOD,all,0,PRIVATE,0,all,all,profit,0.0
DRY FOOD,19-24,210,all,1,Jan,month,profit,2063.0
DRY FOOD,19-24,930,all,2,Feb,month,profit,2683.0
DRY FOOD,19-24,1571,all,3,Mar,month,profit,1717.0
DRY FOOD,19-24,2673,all,4,Apr,month,profit,3304.0
DRY FOOD,19-24,2336,all,5,May,month,profit,2379.0
DRY FOOD,19-24,1745,all,6,Jun,month,profit,3443.0
DRY FOOD,19-24,2265,all,7,Jul,month,profit,1680.0
DRY FOOD,19-24,2558,all,8,Aug,month,profit,2233.0
DRY FOOD,19-24,1582,all,9,Sep,month,profit,1606.0
DRY FOOD,19-24,1618,all,10,Oct,month,profit,2526.0
DRY FOOD,19-24,2775,all,11,Nov,month,profit,2522.0
DRY FOOD,19-24,2116,all,12,Dec,month,profit,901.0
DRY FOOD,25-34,576,all,1,Jan,month,profit,4926.0
DRY FOOD,25-34,1926,all,2,Feb,month,profit,5703.0
DRY FOOD,25-34,3230,all,3,Mar,month,profit,5286.0
DRY FOOD,25-34,4347,all,4,Apr,month,profit,4639.0
DRY FOOD,25-34,6412,all,5,May,month,profit,5311.0
DRY FOOD,25-34,5269,all,6,Jun,month,profit,4398.0
DRY FOOD,25-34,4675,all,7,Jul,month,profit,4271.0
DRY FOOD,25-34,5564,all,8,Aug,month,profit,6205.0
DRY FOOD,25-34,5133,all,9,Sep,month,profit,5089.0
DRY FOOD,25-34,5359,all,10,Oct,month,profit,5531.0
DRY FOOD,25-34,7009,all,11,Nov,month,profit,6583.0
DRY FOOD,25-34,5042,all,12,Dec,month,profit,2291.0
DRY FOOD,35-44,1044,all,1,Jan,month,profit,8757.0
DRY FOOD,35-44,3174,all,2,Feb,month,profit,10197.0
DRY FOOD,35-44,4866,all,3,Mar,month,profit,8530.0
DRY FOOD,35-44,7842,all,4,Apr,month,profit,8419.0
DRY FOOD,35-44,9383,all,5,May,month,profit,10595.0
DRY FOOD,35-44,7796,all,6,Jun,month,profit,8434.0
DRY FOOD,35-44,7423,all,7,Jul,month,profit,7963.0
DRY FOOD,35-44,10079,all,8,Aug,month,profit,8960.0
DRY FOOD,35-44,8121,all,9,Sep,month,profit,7610.0
DRY FOOD,35-44,8120,all,10,Oct,month,profit,8713.0
DRY FOOD,35-44,10468,all,11,Nov,month,profit,12035.0
DRY FOOD,35-44,8900,all,12,Dec,month,profit,3838.0
DRY FOOD,45-54,568,all,1,Jan,month,profit,4201.0
DRY FOOD,45-54,1622,all,2,Feb,month,profit,4795.0
DRY FOOD,45-54,2082,all,3,Mar,month,profit,3847.0
DRY FOOD,45-54,3573,all,4,Apr,month,profit,3944.0
DRY FOOD,45-54,4476,all,5,May,month,profit,5653.0
DRY FOOD,45-54,3564,all,6,Jun,month,profit,3861.0
DRY FOOD,45-54,3679,all,7,Jul,month,profit,4051.0
DRY FOOD,45-54,4794,all,8,Aug,month,profit,5485.0
DRY FOOD,45-54,5320,all,9,Sep,month,profit,5154.0
DRY FOOD,45-54,4433,all,10,Oct,month,profit,5116.0
DRY FOOD,45-54,4870,all,11,Nov,month,profit,5930.0
DRY FOOD,45-54,3972,all,12,Dec,month,profit,1745.0
DRY FOOD,65+,3,all,1,Jan,month,profit,60.0
DRY FOOD,65+,20,all,2,Feb,month,profit,85.0
DRY FOOD,65+,27,all,3,Mar,month,profit,70.0
DRY FOOD,65+,34,all,4,Apr,month,profit,39.0
DRY FOOD,65+,73,all,5,May,month,profit,65.0
DRY FOOD,65+,61,all,6,Jun,month,profit,62.0
DRY FOOD,65+,85,all,7,Jul,month,profit,56.0
DRY FOOD,65+,88,all,8,Aug,month,profit,68.0
DRY FOOD,65+,56,all,9,Sep,month,profit,47.0
DRY FOOD,65+,63,all,10,Oct,month,profit,65.0
DRY FOOD,65+,84,all,11,Nov,month,profit,87.0
DRY FOOD,65+,76,all,12,Dec,month,profit,40.0
FRESH FOOD,25-34,406,all,1,Jan,month,profit,3161.0
FRESH FOOD,25-34,1467,all,2,Feb,month,profit,4878.0
FRESH FOOD,25-34,2648,all,3,Mar,month,profit,4581.0
FRESH FOOD,25-34,3996,all,4,Apr,month,profit,4589.0
FRESH FOOD,25-34,4862,all,5,May,month,profit,4959.0
FRESH FOOD,25-34,3504,all,6,Jun,month,profit,3730.0
FRESH FOOD,25-34,3622,all,7,Jul,month,profit,3724.0
FRESH FOOD,25-34,4027,all,8,Aug,month,profit,3877.0
FRESH FOOD,25-34,3125,all,9,Sep,month,profit,3435.0
FRESH FOOD,25-34,3380,all,10,Oct,month,profit,3135.0
FRESH FOOD,25-34,4358,all,11,Nov,month,profit,4262.0
FRESH FOOD,25-34,3686,all,12,Dec,month,profit,1469.0
FRESH FOOD,35-44,623,all,1,Jan,month,profit,5060.0
FRESH FOOD,35-44,1922,all,2,Feb,month,profit,6724.0
FRESH FOOD,35-44,2624,all,3,Mar,month,profit,5101.0
FRESH FOOD,35-44,3666,all,4,Apr,month,profit,4307.0
FRESH FOOD,35-44,4857,all,5,May,month,profit,4656.0
FRESH FOOD,35-44,3810,all,6,Jun,month,profit,4315.0
FRESH FOOD,35-44,4274,all,7,Jul,month,profit,5183.0
FRESH FOOD,35-44,5161,all,8,Aug,month,profit,6659.0
FRESH FOOD,35-44,4439,all,9,Sep,month,profit,4917.0
FRESH FOOD,35-44,4662,all,10,Oct,month,profit,5127.0
FRESH FOOD,35-44,5576,all,11,Nov,month,profit,6332.0
FRESH FOOD,35-44,4908,all,12,Dec,month,profit,2188.0
FRESH FOOD,45-54,609,all,1,Jan,month,profit,6262.0
FRESH FOOD,45-54,1971,all,2,Feb,month,profit,7421.0
FRESH FOOD,45-54,3281,all,3,Mar,month,profit,6091.0
FRESH FOOD,45-54,3961,all,4,Apr,month,profit,5867.0
FRESH FOOD,45-54,6215,all,5,May,month,profit,6894.0
FRESH FOOD,45-54,4397,all,6,Jun,month,profit,5499.0
FRESH FOOD,45-54,4227,all,7,Jul,month,profit,4791.0
FRESH FOOD,45-54,6369,all,8,Aug,month,profit,7117.0
FRESH FOOD,45-54,4135,all,9,Sep,month,profit,4683.0
FRESH FOOD,45-54,5112,all,10,Oct,month,profit,6013.0
FRESH FOOD,45-54,6577,all,11,Nov,month,profit,7290.0
FRESH FOOD,45-54,5810,all,12,Dec,month,profit,2400.0
FRESH FOOD,55-64,113,all,1,Jan,month,profit,954.0
FRESH FOOD,55-64,452,all,2,Feb,month,profit,991.0
FRESH FOOD,55-64,723,all,3,Mar,month,profit,1056.0
FRESH FOOD,55-64,755,all,4,Apr,month,profit,983.0
FRESH FOOD,55-64,906,all,5,May,month,profit,1142.0
FRESH FOOD,55-64,924,all,6,Jun,month,profit,1437.0
FRESH FOOD,55-64,666,all,7,Jul,month,profit,627.0
FRESH FOOD,55-64,626,all,8,Aug,month,profit,1231.0
FRESH FOOD,55-64,1144,all,9,Sep,month,profit,1085.0
FRESH FOOD,55-64,817,all,10,Oct,month,profit,578.0
FRESH FOOD,55-64,1329,all,11,Nov,month,profit,1215.0
FRESH FOOD,55-64,1247,all,12,Dec,month,profit,495.0
FRESH FOOD,65+,24,all,1,Jan,month,profit,283.0
FRESH FOOD,65+,99,all,2,Feb,month,profit,370.0
FRESH FOOD,65+,216,all,3,Mar,month,profit,452.0
FRESH FOOD,65+,330,all,4,Apr,month,profit,454.0
FRESH FOOD,65+,405,all,5,May,month,profit,395.0
FRESH FOOD,65+,230,all,6,Jun,month,profit,304.0
FRESH FOOD,65+,290,all,7,Jul,month,profit,334.0
FRESH FOOD,65+,335,all,8,Aug,month,profit,427.0
FRESH FOOD,65+,283,all,9,Sep,month,profit,277.0
FRESH FOOD,65+,367,all,10,Oct,month,profit,429.0
FRESH FOOD,65+,518,all,11,Nov,month,profit,405.0
FRESH FOOD,65+,240,all,12,Dec,month,profit,131.0
NON FOOD,25-34,0,all,1,Jan,month,profit,0.0
NON FOOD,25-34,0,all,2,Feb,month,profit,0.0
NON FOOD,25-34,0,all,3,Mar,month,profit,0.0
NON FOOD,25-34,0,all,4,Apr,month,profit,0.0
NON FOOD,25-34,0,all,5,May,month,profit,0.0
NON FOOD,25-34,0,all,6,Jun,month,profit,0.0
NON FOOD,25-34,0,all,7,Jul,month,profit,0.0
NON FOOD,25-34,0,all,8,Aug,month,profit,0.0
NON FOOD,25-34,0,all,9,Sep,month,profit,0.0
NON FOOD,25-34,0,all,10,Oct,month,profit,0.0
NON FOOD,25-34,0,all,11,Nov,month,profit,0.0
NON FOOD,25-34,0,all,12,Dec,month,profit,0.0
NON FOOD,35-44,0,all,1,Jan,month,profit,0.0
NON FOOD,35-44,0,all,2,Feb,month,profit,0.0
NON FOOD,35-44,0,all,3,Mar,month,profit,0.0
NON FOOD,35-44,0,all,4,Apr,month,profit,0.0
NON FOOD,35-44,0,all,5,May,month,profit,0.0
