DEPARTMENT,CUSTOMER_AGE_GROUP,VALUE_2007,BRAND,ORDER_BY,X_AXIS,VAR_CM,VAR_SP,VALUE_2008
DRY FOOD,65+,10,all,1,Poland,country,profit,18.0
DRY FOOD,65+,96,all,1,Portugal,country,profit,75.0
DRY FOOD,65+,56,all,1,Spain,country,profit,48.0
DRY FOOD,65+,92,all,1,Sweden,country,profit,177.0
FRESH FOOD,25-34,4917,all,1,Belgium,country,profit,4854.0
FRESH FOOD,25-34,1027,all,1,Bulgaria,country,profit,2375.0
FRESH FOOD,25-34,3447,all,1,France,country,profit,3641.0
FRESH FOOD,25-34,5030,all,1,Germany,country,profit,5842.0
FRESH FOOD,25-34,802,all,1,Greece,country,profit,1190.0
FRESH FOOD,25-34,3893,all,1,Lithuania,country,profit,4942.0
FRESH FOOD,25-34,620,all,1,Luxembourg,country,profit,779.0
FRESH FOOD,25-34,2979,all,1,Netherlands,country,profit,3212.0
FRESH FOOD,25-34,1295,all,1,Norway,country,profit,1180.0
FRESH FOOD,25-34,2274,all,1,Poland,country,profit,2812.0
FRESH FOOD,25-34,4128,all,1,Portugal,country,profit,5339.0
FRESH FOOD,25-34,5460,all,1,Spain,country,profit,5977.0
FRESH FOOD,25-34,3208,all,1,Sweden,country,profit,3658.0
FRESH FOOD,35-44,6345,all,1,Belgium,country,profit,7374.0
FRESH FOOD,35-44,1431,all,1,Bulgaria,country,profit,3904.0
FRESH FOOD,35-44,4181,all,1,France,country,profit,5075.0
FRESH FOOD,35-44,6165,all,1,Germany,country,profit,7595.0
FRESH FOOD,35-44,848,all,1,Greece,country,profit,1313.0
FRESH FOOD,35-44,4688,all,1,Lithuania,country,profit,6381.0
FRESH FOOD,35-44,668,all,1,Luxembourg,country,profit,912.0
FRESH FOOD,35-44,3189,all,1,Netherlands,country,profit,3554.0
FRESH FOOD,35-44,1484,all,1,Norway,country,profit,1749.0
FRESH FOOD,35-44,2785,all,1,Poland,country,profit,3520.0
FRESH FOOD,35-44,4979,all,1,Portugal,country,profit,6420.0
FRESH FOOD,35-44,6479,all,1,Spain,country,profit,8343.0
FRESH FOOD,35-44,3280,all,1,Sweden,country,profit,4432.0
FRESH FOOD,45-54,6722,all,1,Belgium,country,profit,7598.0
FRESH FOOD,45-54,1777,all,1,Bulgaria,country,profit,4489.0
FRESH FOOD,45-54,5124,all,1,France,country,profit,6867.0
FRESH FOOD,45-54,6672,all,1,Germany,country,profit,8324.0
FRESH FOOD,45-54,1142,all,1,Greece,country,profit,1651.0
FRESH FOOD,45-54,5256,all,1,Lithuania,country,profit,7155.0
FRESH FOOD,45-54,671,all,1,Luxembourg,country,profit,819.0
FRESH FOOD,45-54,3587,all,1,Netherlands,country,profit,4453.0
FRESH FOOD,45-54,1647,all,1,Norway,country,profit,2156.0
FRESH FOOD,45-54,3300,all,1,Poland,country,profit,4709.0
FRESH FOOD,45-54,5424,all,1,Portugal,country,profit,7484.0
FRESH FOOD,45-54,7353,all,1,Spain,country,profit,9632.0
FRESH FOOD,45-54,3988,all,1,Sweden,country,profit,4988.0
FRESH FOOD,55-64,1390,all,1,Belgium,country,profit,1403.0
FRESH FOOD,55-64,120,all,1,Bulgaria,country,profit,456.0
FRESH FOOD,55-64,1117,all,1,France,country,profit,1483.0
FRESH FOOD,55-64,1038,all,1,Germany,country,profit,997.0
FRESH FOOD,55-64,124,all,1,Greece,country,profit,285.0
FRESH FOOD,55-64,1202,all,1,Lithuania,country,profit,1522.0
FRESH FOOD,55-64,67,all,1,Luxembourg,country,profit,118.0
FRESH FOOD,55-64,572,all,1,Netherlands,country,profit,719.0
FRESH FOOD,55-64,312,all,1,Norway,country,profit,385.0
FRESH FOOD,55-64,484,all,1,Poland,country,profit,559.0
FRESH FOOD,55-64,843,all,1,Portugal,country,profit,1307.0
FRESH FOOD,55-64,1526,all,1,Spain,country,profit,1715.0
FRESH FOOD,55-64,906,all,1,Sweden,country,profit,845.0
FRESH FOOD,65+,397,all,1,Belgium,country,profit,367.0
FRESH FOOD,65+,116,all,1,Bulgaria,country,profit,318.0
FRESH FOOD,65+,247,all,1,France,country,profit,361.0
FRESH FOOD,65+,502,all,1,Germany,country,profit,468.0
FRESH FOOD,65+,75,all,1,Greece,country,profit,113.0
FRESH FOOD,65+,353,all,1,Lithuania,country,profit,451.0
FRESH FOOD,65+,21,all,1,Luxembourg,country,profit,26.0
FRESH FOOD,65+,268,all,1,Netherlands,country,profit,331.0
FRESH FOOD,65+,141,all,1,Norway,country,profit,99.0
FRESH FOOD,65+,195,all,1,Poland,country,profit,279.0
FRESH FOOD,65+,346,all,1,Portugal,country,profit,459.0
FRESH FOOD,65+,403,all,1,Spain,country,profit,582.0
FRESH FOOD,65+,272,all,1,Sweden,country,profit,406.0
NON FOOD,25-34,0,all,1,Belgium,country,profit,0.0
NON FOOD,25-34,0,all,1,Bulgaria,country,profit,0.0
NON FOOD,25-34,0,all,1,France,country,profit,0.0
NON FOOD,25-34,0,all,1,Germany,country,profit,0.0
NON FOOD,25-34,0,all,1,Greece,country,profit,0.0
NON FOOD,25-34,0,all,1,Lithuania,country,profit,0.0
NON FOOD,25-34,0,all,1,Netherlands,country,profit,0.0
NON FOOD,25-34,0,all,1,Norway,country,profit,0.0
NON FOOD,25-34,0,all,1,Poland,country,profit,0.0
NON FOOD,25-34,0,all,1,Portugal,country,profit,0.0
NON FOOD,25-34,0,all,1,Spain,country,profit,0.0
NON FOOD,25-34,0,all,1,Sweden,country,profit,0.0
NON FOOD,35-44,0,all,1,Belgium,country,profit,0.0
NON FOOD,35-44,0,all,1,Bulgaria,country,profit,0.0
NON FOOD,35-44,0,all,1,France,country,profit,0.0
NON FOOD,35-44,0,all,1,Germany,country,profit,0.0
NON FOOD,35-44,0,all,1,Greece,country,profit,0.0
NON FOOD,35-44,0,all,1,Lithuania,country,profit,0.0
NON FOOD,35-44,0,all,1,Netherlands,country,profit,0.0
NON FOOD,35-44,0,all,1,Norway,country,profit,
NON FOOD,35-44,0,all,1,Poland,country,profit,0.0
NON FOOD,35-44,0,all,1,Portugal,country,profit,0.0
NON FOOD,35-44,0,all,1,Spain,country,profit,0.0
NON FOOD,35-44,0,all,1,Sweden,country,profit,0.0
DRY FOOD,all,26046,all,1,Belgium,country,profit,27264.0
DRY FOOD,all,5229,all,1,Bulgaria,country,profit,12838.0
DRY FOOD,all,19965,all,1,France,country,profit,22101.0
DRY FOOD,all,25036,all,1,Germany,country,profit,27588.0
DRY FOOD,all,5078,all,1,Greece,country,profit,6569.0
DRY FOOD,all,22111,all,1,Lithuania,country,profit,28670.0
DRY FOOD,all,2308,all,1,Luxembourg,country,profit,2567.0
DRY FOOD,all,14840,all,1,Netherlands,country,profit,15569.0
DRY FOOD,all,6608,all,1,Norway,country,profit,7045.0
DRY FOOD,all,12270,all,1,Poland,country,profit,14573.0
DRY FOOD,all,19576,all,1,Portugal,country,profit,24423.0
DRY FOOD,all,31326,all,1,Spain,country,profit,37900.0
DRY FOOD,all,17362,all,1,Sweden,country,profit,18763.0
FRESH FOOD,all,19772,all,1,Belgium,country,profit,21596.0
FRESH FOOD,all,4471,all,1,Bulgaria,country,profit,11542.0
FRESH FOOD,all,14117,all,1,France,country,profit,17426.0
FRESH FOOD,all,19407,all,1,Germany,country,profit,23226.0
FRESH FOOD,all,2992,all,1,Greece,country,profit,4552.0
FRESH FOOD,all,15392,all,1,Lithuania,country,profit,20450.0
FRESH FOOD,all,2047,all,1,Luxembourg,country,profit,2655.0
FRESH FOOD,all,10595,all,1,Netherlands,country,profit,12269.0
FRESH FOOD,all,4879,all,1,Norway,country,profit,5568.0
FRESH FOOD,all,9038,all,1,Poland,country,profit,11878.0
FRESH FOOD,all,15720,all,1,Portugal,country,profit,21010.0
FRESH FOOD,all,21220,all,1,Spain,country,profit,26249.0
FRESH FOOD,all,11654,all,1,Sweden,country,profit,14329.0
NON FOOD,all,0,all,1,Belgium,country,profit,0.0
NON FOOD,all,0,all,1,Bulgaria,country,profit,0.0
NON FOOD,all,0,all,1,France,country,profit,0.0
NON FOOD,all,0,all,1,Germany,country,profit,0.0
NON FOOD,all,0,all,1,Greece,country,profit,0.0
NON FOOD,all,0,all,1,Lithuania,country,profit,0.0
NON FOOD,all,0,all,1,Netherlands,country,profit,0.0
NON FOOD,all,0,all,1,Norway,country,profit,0.0
NON FOOD,all,0,all,1,Poland,country,profit,0.0
NON FOOD,all,0,all,1,Portugal,country,profit,0.0
NON FOOD,all,0,all,1,Spain,country,profit,0.0
NON FOOD,all,0,all,1,Sweden,country,profit,0.0
DRY FOOD,19-24,1896,NATIONAL,1,Belgium,country,profit,1839.0
DRY FOOD,19-24,389,NATIONAL,1,Bulgaria,country,profit,1010.0
DRY FOOD,19-24,1502,NATIONAL,1,France,country,profit,1975.0
DRY FOOD,19-24,1766,NATIONAL,1,Germany,country,profit,2110.0
DRY FOOD,19-24,413,NATIONAL,1,Greece,country,profit,839.0
DRY FOOD,19-24,2008,NATIONAL,1,Lithuania,country,profit,2624.0
DRY FOOD,19-24,190,NATIONAL,1,Luxembourg,country,profit,160.0
DRY FOOD,19-24,1329,NATIONAL,1,Netherlands,country,profit,1236.0
DRY FOOD,19-24,541,NATIONAL,1,Norway,country,profit,792.0
DRY FOOD,19-24,1039,NATIONAL,1,Poland,country,profit,1204.0
DRY FOOD,19-24,1464,NATIONAL,1,Portugal,country,profit,1883.0
DRY FOOD,19-24,3262,NATIONAL,1,Spain,country,profit,4136.0
DRY FOOD,19-24,1804,NATIONAL,1,Sweden,country,profit,1716.0
DRY FOOD,19-24,569,PRIVATE,1,Belgium,country,profit,609.0
DRY FOOD,19-24,95,PRIVATE,1,Bulgaria,country,profit,282.0
DRY FOOD,19-24,467,PRIVATE,1,France,country,profit,457.0
DRY FOOD,19-24,466,PRIVATE,1,Germany,country,profit,483.0
DRY FOOD,19-24,136,PRIVATE,1,Greece,country,profit,112.0
DRY FOOD,19-24,451,PRIVATE,1,Lithuania,country,profit,596.0
DRY FOOD,19-24,50,PRIVATE,1,Luxembourg,country,profit,27.0
DRY FOOD,19-24,390,PRIVATE,1,Netherlands,country,profit,394.0
DRY FOOD,19-24,150,PRIVATE,1,Norway,country,profit,198.0
DRY FOOD,19-24,248,PRIVATE,1,Poland,country,profit,259.0
DRY FOOD,19-24,570,PRIVATE,1,Portugal,country,profit,674.0
DRY FOOD,19-24,703,PRIVATE,1,Spain,country,profit,930.0
DRY FOOD,19-24,481,PRIVATE,1,Sweden,country,profit,514.0
DRY FOOD,25-34,3180,NATIONAL,1,Belgium,country,profit,3567.0
DRY FOOD,25-34,635,NATIONAL,1,Bulgaria,country,profit,1076.0
DRY FOOD,25-34,2885,NATIONAL,1,France,country,profit,2550.0
DRY FOOD,25-34,2720,NATIONAL,1,Germany,country,profit,2672.0
DRY FOOD,25-34,523,NATIONAL,1,Greece,country,profit,657.0
DRY FOOD,25-34,2450,NATIONAL,1,Lithuania,country,profit,2812.0
DRY FOOD,25-34,169,NATIONAL,1,Luxembourg,country,profit,153.0
DRY FOOD,25-34,1637,NATIONAL,1,Netherlands,country,profit,1160.0
DRY FOOD,25-34,505,NATIONAL,1,Norway,country,profit,492.0
DRY FOOD,25-34,1423,NATIONAL,1,Poland,country,profit,1576.0
DRY FOOD,25-34,2445,NATIONAL,1,Portugal,country,profit,2542.0
DRY FOOD,25-34,3339,NATIONAL,1,Spain,country,profit,3402.0
DRY FOOD,25-34,1701,NATIONAL,1,Sweden,country,profit,1536.0
DRY FOOD,25-34,3875,PRIVATE,1,Belgium,country,profit,4041.0
DRY FOOD,25-34,700,PRIVATE,1,Bulgaria,country,profit,1789.0
DRY FOOD,25-34,2668,PRIVATE,1,France,country,profit,2968.0
DRY FOOD,25-34,4030,PRIVATE,1,Germany,country,profit,4519.0
DRY FOOD,25-34,597,PRIVATE,1,Greece,country,profit,823.0
DRY FOOD,25-34,3201,PRIVATE,1,Lithuania,country,profit,3820.0
DRY FOOD,25-34,763,PRIVATE,1,Luxembourg,country,profit,647.0
DRY FOOD,25-34,2288,PRIVATE,1,Netherlands,country,profit,2385.0
DRY FOOD,25-34,976,PRIVATE,1,Norway,country,profit,1049.0
DRY FOOD,25-34,1696,PRIVATE,1,Poland,country,profit,2252.0
DRY FOOD,25-34,3173,PRIVATE,1,Portugal,country,profit,3852.0
DRY FOOD,25-34,4420,PRIVATE,1,Spain,country,profit,5085.0
DRY FOOD,25-34,2538,PRIVATE,1,Sweden,country,profit,2807.0
DRY FOOD,35-44,3201,NATIONAL,1,Belgium,country,profit,3053.0
DRY FOOD,35-44,569,NATIONAL,1,Bulgaria,country,profit,1575.0
DRY FOOD,35-44,2553,NATIONAL,1,France,country,profit,2409.0
DRY FOOD,35-44,3089,NATIONAL,1,Germany,country,profit,3627.0
DRY FOOD,35-44,787,NATIONAL,1,Greece,country,profit,775.0
DRY FOOD,35-44,3068,NATIONAL,1,Lithuania,country,profit,3293.0
DRY FOOD,35-44,288,NATIONAL,1,Luxembourg,country,profit,257.0
DRY FOOD,35-44,1557,NATIONAL,1,Netherlands,country,profit,1356.0
DRY FOOD,35-44,958,NATIONAL,1,Norway,country,profit,927.0
DRY FOOD,35-44,1925,NATIONAL,1,Poland,country,profit,2265.0
DRY FOOD,35-44,2477,NATIONAL,1,Portugal,country,profit,2969.0
DRY FOOD,35-44,3754,NATIONAL,1,Spain,country,profit,4789.0
DRY FOOD,35-44,2223,NATIONAL,1,Sweden,country,profit,2336.0
DRY FOOD,35-44,7473,PRIVATE,1,Belgium,country,profit,7766.0
DRY FOOD,35-44,1481,PRIVATE,1,Bulgaria,country,profit,3994.0
DRY FOOD,35-44,5904,PRIVATE,1,France,country,profit,6763.0
DRY FOOD,35-44,7855,PRIVATE,1,Germany,country,profit,8661.0
DRY FOOD,35-44,1405,PRIVATE,1,Greece,country,profit,1812.0
DRY FOOD,35-44,6077,PRIVATE,1,Lithuania,country,profit,8510.0
DRY FOOD,35-44,520,PRIVATE,1,Luxembourg,country,profit,834.0
DRY FOOD,35-44,4240,PRIVATE,1,Netherlands,country,profit,4916.0
DRY FOOD,35-44,2209,PRIVATE,1,Norway,country,profit,2167.0
DRY FOOD,35-44,3434,PRIVATE,1,Poland,country,profit,4127.0
DRY FOOD,35-44,5634,PRIVATE,1,Portugal,country,profit,7624.0
DRY FOOD,35-44,9200,PRIVATE,1,Spain,country,profit,10973.0
DRY FOOD,35-44,5332,PRIVATE,1,Sweden,country,profit,6277.0
DRY FOOD,45-54,1351,NATIONAL,1,Belgium,country,profit,1575.0
DRY FOOD,45-54,433,NATIONAL,1,Bulgaria,country,profit,895.0
DRY FOOD,45-54,822,NATIONAL,1,France,country,profit,1191.0
DRY FOOD,45-54,1654,NATIONAL,1,Germany,country,profit,1454.0
DRY FOOD,45-54,236,NATIONAL,1,Greece,country,profit,316.0
DRY FOOD,45-54,1112,NATIONAL,1,Lithuania,country,profit,1606.0
DRY FOOD,45-54,114,NATIONAL,1,Luxembourg,country,profit,181.0
DRY FOOD,45-54,723,NATIONAL,1,Netherlands,country,profit,871.0
DRY FOOD,45-54,313,NATIONAL,1,Norway,country,profit,365.0
DRY FOOD,45-54,692,NATIONAL,1,Poland,country,profit,932.0
DRY FOOD,45-54,935,NATIONAL,1,Portugal,country,profit,1310.0
DRY FOOD,45-54,2232,NATIONAL,1,Spain,country,profit,2439.0
DRY FOOD,45-54,1056,NATIONAL,1,Sweden,country,profit,1183.0
DRY FOOD,45-54,4358,PRIVATE,1,Belgium,country,profit,4652.0
DRY FOOD,45-54,926,PRIVATE,1,Bulgaria,country,profit,2190.0
DRY FOOD,45-54,3133,PRIVATE,1,France,country,profit,3756.0
DRY FOOD,45-54,3392,PRIVATE,1,Germany,country,profit,4043.0
DRY FOOD,45-54,979,PRIVATE,1,Greece,country,profit,1227.0
DRY FOOD,45-54,3718,PRIVATE,1,Lithuania,country,profit,5360.0
DRY FOOD,45-54,214,PRIVATE,1,Luxembourg,country,profit,304.0
DRY FOOD,45-54,2644,PRIVATE,1,Netherlands,country,profit,3203.0
DRY FOOD,45-54,836,PRIVATE,1,Norway,country,profit,977.0
DRY FOOD,45-54,1802,PRIVATE,1,Poland,country,profit,1941.0
DRY FOOD,45-54,2783,PRIVATE,1,Portugal,country,profit,3495.0
DRY FOOD,45-54,4359,PRIVATE,1,Spain,country,profit,6100.0
DRY FOOD,45-54,2133,PRIVATE,1,Sweden,country,profit,2216.0
DRY FOOD,65+,144,PRIVATE,1,Belgium,country,profit,161.0
DRY FOOD,65+,2,PRIVATE,1,Bulgaria,country,profit,26.0
DRY FOOD,65+,30,PRIVATE,1,France,country,profit,33.0
DRY FOOD,65+,62,PRIVATE,1,Germany,country,profit,19.0
DRY FOOD,65+,1,PRIVATE,1,Greece,country,profit,7.0
DRY FOOD,65+,26,PRIVATE,1,Lithuania,country,profit,49.0
DRY FOOD,65+,0,PRIVATE,1,Luxembourg,country,profit,5.0
DRY FOOD,65+,30,PRIVATE,1,Netherlands,country,profit,48.0
DRY FOOD,65+,119,PRIVATE,1,Norway,country,profit,78.0
DRY FOOD,65+,10,PRIVATE,1,Poland,country,profit,18.0
DRY FOOD,65+,96,PRIVATE,1,Portugal,country,profit,75.0
DRY FOOD,65+,56,PRIVATE,1,Spain,country,profit,48.0
DRY FOOD,65+,92,PRIVATE,1,Sweden,country,profit,177.0
FRESH FOOD,25-34,4917,NATIONAL,1,Belgium,country,profit,4854.0
FRESH FOOD,25-34,1027,NATIONAL,1,Bulgaria,country,profit,2375.0
FRESH FOOD,25-34,3447,NATIONAL,1,France,country,profit,3641.0
FRESH FOOD,25-34,5030,NATIONAL,1,Germany,country,profit,5842.0
FRESH FOOD,25-34,802,NATIONAL,1,Greece,country,profit,1190.0
FRESH FOOD,25-34,3893,NATIONAL,1,Lithuania,country,profit,4942.0
FRESH FOOD,25-34,620,NATIONAL,1,Luxembourg,country,profit,779.0
FRESH FOOD,25-34,2979,NATIONAL,1,Netherlands,country,profit,3212.0
FRESH FOOD,25-34,1295,NATIONAL,1,Norway,country,profit,1180.0
FRESH FOOD,25-34,2274,NATIONAL,1,Poland,country,profit,2812.0
FRESH FOOD,25-34,4128,NATIONAL,1,Portugal,country,profit,5339.0
FRESH FOOD,25-34,5460,NATIONAL,1,Spain,country,profit,5977.0
FRESH FOOD,25-34,3208,NATIONAL,1,Sweden,country,profit,3658.0
FRESH FOOD,35-44,4871,NATIONAL,1,Belgium,country,profit,5541.0
FRESH FOOD,35-44,1104,NATIONAL,1,Bulgaria,country,profit,3108.0
FRESH FOOD,35-44,3063,NATIONAL,1,France,country,profit,3492.0
FRESH FOOD,35-44,4633,NATIONAL,1,Germany,country,profit,5602.0
FRESH FOOD,35-44,621,NATIONAL,1,Greece,country,profit,968.0
FRESH FOOD,35-44,3236,NATIONAL,1,Lithuania,country,profit,4267.0
FRESH FOOD,35-44,562,NATIONAL,1,Luxembourg,country,profit,763.0
FRESH FOOD,35-44,2277,NATIONAL,1,Netherlands,country,profit,2583.0
FRESH FOOD,35-44,1143,NATIONAL,1,Norway,country,profit,1387.0
FRESH FOOD,35-44,1983,NATIONAL,1,Poland,country,profit,2522.0
FRESH FOOD,35-44,3734,NATIONAL,1,Portugal,country,profit,4781.0
FRESH FOOD,35-44,4544,NATIONAL,1,Spain,country,profit,5812.0
FRESH FOOD,35-44,2137,NATIONAL,1,Sweden,country,profit,3093.0
FRESH FOOD,35-44,1474,PRIVATE,1,Belgium,country,profit,1833.0
FRESH FOOD,35-44,327,PRIVATE,1,Bulgaria,country,profit,796.0
FRESH FOOD,35-44,1119,PRIVATE,1,France,country,profit,1583.0
FRESH FOOD,35-44,1533,PRIVATE,1,Germany,country,profit,1993.0
FRESH FOOD,35-44,227,PRIVATE,1,Greece,country,profit,345.0
FRESH FOOD,35-44,1452,PRIVATE,1,Lithuania,country,profit,2114.0
FRESH FOOD,35-44,106,PRIVATE,1,Luxembourg,country,profit,150.0
FRESH FOOD,35-44,911,PRIVATE,1,Netherlands,country,profit,970.0
FRESH FOOD,35-44,341,PRIVATE,1,Norway,country,profit,361.0
FRESH FOOD,35-44,802,PRIVATE,1,Poland,country,profit,997.0
FRESH FOOD,35-44,1245,PRIVATE,1,Portugal,country,profit,1639.0
FRESH FOOD,35-44,1935,PRIVATE,1,Spain,country,profit,2530.0
FRESH FOOD,35-44,1143,PRIVATE,1,Sweden,country,profit,1339.0
FRESH FOOD,45-54,6294,NATIONAL,1,Belgium,country,profit,7181.0
FRESH FOOD,45-54,1704,NATIONAL,1,Bulgaria,country,profit,4298.0
FRESH FOOD,45-54,4785,NATIONAL,1,France,country,profit,6459.0
FRESH FOOD,45-54,6239,NATIONAL,1,Germany,country,profit,7772.0
FRESH FOOD,45-54,1060,NATIONAL,1,Greece,country,profit,1518.0
FRESH FOOD,45-54,4946,NATIONAL,1,Lithuania,country,profit,6831.0
FRESH FOOD,45-54,622,NATIONAL,1,Luxembourg,country,profit,760.0
FRESH FOOD,45-54,3331,NATIONAL,1,Netherlands,country,profit,4125.0
FRESH FOOD,45-54,1505,NATIONAL,1,Norway,country,profit,1947.0
FRESH FOOD,45-54,3028,NATIONAL,1,Poland,country,profit,4370.0
FRESH FOOD,45-54,5095,NATIONAL,1,Portugal,country,profit,7058.0
FRESH FOOD,45-54,6793,NATIONAL,1,Spain,country,profit,8969.0
FRESH FOOD,45-54,3663,NATIONAL,1,Sweden,country,profit,4689.0
FRESH FOOD,45-54,428,PRIVATE,1,Belgium,country,profit,418.0
FRESH FOOD,45-54,72,PRIVATE,1,Bulgaria,country,profit,191.0
FRESH FOOD,45-54,340,PRIVATE,1,France,country,profit,407.0
FRESH FOOD,45-54,433,PRIVATE,1,Germany,country,profit,552.0
FRESH FOOD,45-54,82,PRIVATE,1,Greece,country,profit,133.0
FRESH FOOD,45-54,310,PRIVATE,1,Lithuania,country,profit,324.0
FRESH FOOD,45-54,49,PRIVATE,1,Luxembourg,country,profit,59.0
FRESH FOOD,45-54,256,PRIVATE,1,Netherlands,country,profit,328.0
FRESH FOOD,45-54,142,PRIVATE,1,Norway,country,profit,209.0
FRESH FOOD,45-54,272,PRIVATE,1,Poland,country,profit,339.0
FRESH FOOD,45-54,329,PRIVATE,1,Portugal,country,profit,426.0
FRESH FOOD,45-54,559,PRIVATE,1,Spain,country,profit,663.0
FRESH FOOD,45-54,326,PRIVATE,1,Sweden,country,profit,299.0
FRESH FOOD,55-64,1199,NATIONAL,1,Belgium,country,profit,1244.0
FRESH FOOD,55-64,73,NATIONAL,1,Bulgaria,country,profit,341.0
FRESH FOOD,55-64,959,NATIONAL,1,France,country,profit,1273.0
FRESH FOOD,55-64,866,NATIONAL,1,Germany,country,profit,747.0
FRESH FOOD,55-64,95,NATIONAL,1,Greece,country,profit,235.0
FRESH FOOD,55-64,1058,NATIONAL,1,Lithuania,country,profit,1367.0
FRESH FOOD,55-64,53,NATIONAL,1,Luxembourg,country,profit,101.0
FRESH FOOD,55-64,465,NATIONAL,1,Netherlands,country,profit,594.0
FRESH FOOD,55-64,257,NATIONAL,1,Norway,country,profit,316.0
FRESH FOOD,55-64,350,NATIONAL,1,Poland,country,profit,439.0
FRESH FOOD,55-64,705,NATIONAL,1,Portugal,country,profit,1096.0
FRESH FOOD,55-64,1359,NATIONAL,1,Spain,country,profit,1518.0
FRESH FOOD,55-64,777,NATIONAL,1,Sweden,country,profit,681.0
FRESH FOOD,55-64,192,PRIVATE,1,Belgium,country,profit,160.0
FRESH FOOD,55-64,47,PRIVATE,1,Bulgaria,country,profit,114.0
FRESH FOOD,55-64,158,PRIVATE,1,France,country,profit,210.0
FRESH FOOD,55-64,172,PRIVATE,1,Germany,country,profit,249.0
FRESH FOOD,55-64,30,PRIVATE,1,Greece,country,profit,50.0
FRESH FOOD,55-64,144,PRIVATE,1,Lithuania,country,profit,155.0
FRESH FOOD,55-64,14,PRIVATE,1,Luxembourg,country,profit,17.0
FRESH FOOD,55-64,108,PRIVATE,1,Netherlands,country,profit,125.0
FRESH FOOD,55-64,55,PRIVATE,1,Norway,country,profit,69.0
FRESH FOOD,55-64,134,PRIVATE,1,Poland,country,profit,120.0
FRESH FOOD,55-64,137,PRIVATE,1,Portugal,country,profit,211.0
FRESH FOOD,55-64,166,PRIVATE,1,Spain,country,profit,197.0
FRESH FOOD,55-64,129,PRIVATE,1,Sweden,country,profit,164.0
FRESH FOOD,65+,397,NATIONAL,1,Belgium,country,profit,367.0
FRESH FOOD,65+,116,NATIONAL,1,Bulgaria,country,profit,318.0
FRESH FOOD,65+,247,NATIONAL,1,France,country,profit,361.0
FRESH FOOD,65+,502,NATIONAL,1,Germany,country,profit,468.0
FRESH FOOD,65+,75,NATIONAL,1,Greece,country,profit,113.0
FRESH FOOD,65+,353,NATIONAL,1,Lithuania,country,profit,451.0
FRESH FOOD,65+,21,NATIONAL,1,Luxembourg,country,profit,26.0
FRESH FOOD,65+,268,NATIONAL,1,Netherlands,country,profit,331.0
FRESH FOOD,65+,141,NATIONAL,1,Norway,country,profit,99.0
FRESH FOOD,65+,195,NATIONAL,1,Poland,country,profit,279.0
FRESH FOOD,65+,346,NATIONAL,1,Portugal,country,profit,459.0
FRESH FOOD,65+,403,NATIONAL,1,Spain,country,profit,582.0
FRESH FOOD,65+,272,NATIONAL,1,Sweden,country,profit,406.0
NON FOOD,25-34,0,PRIVATE,1,Belgium,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Bulgaria,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,France,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Germany,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Greece,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Lithuania,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Netherlands,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Norway,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Poland,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Portugal,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Spain,country,profit,0.0
NON FOOD,25-34,0,PRIVATE,1,Sweden,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Belgium,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Bulgaria,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,France,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Germany,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Greece,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Lithuania,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Netherlands,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Norway,country,profit,
NON FOOD,35-44,0,PRIVATE,1,Poland,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Portugal,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Spain,country,profit,0.0
NON FOOD,35-44,0,PRIVATE,1,Sweden,country,profit,0.0
DRY FOOD,all,9627,NATIONAL,1,Belgium,country,profit,10035.0
DRY FOOD,all,2026,NATIONAL,1,Bulgaria,country,profit,4557.0
DRY FOOD,all,7762,NATIONAL,1,France,country,profit,8124.0
DRY FOOD,all,9230,NATIONAL,1,Germany,country,profit,9863.0
DRY FOOD,all,1960,NATIONAL,1,Greece,country,profit,2588.0
DRY FOOD,all,8639,NATIONAL,1,Lithuania,country,profit,10335.0
DRY FOOD,all,761,NATIONAL,1,Luxembourg,country,profit,751.0
DRY FOOD,all,5247,NATIONAL,1,Netherlands,country,profit,4624.0
DRY FOOD,all,2317,NATIONAL,1,Norway,country,profit,2576.0
DRY FOOD,all,5080,NATIONAL,1,Poland,country,profit,5977.0
